"frag_ID","dw_mg_cm2","dw_log","afdw_mg_cm2","afdw_log"
"A01",172.954345993685,5.15302766368085,26.8806982022027,3.29140849010194
"A02",176.38170032998,5.1726503985654,28.4530112917627,3.34825400002432
"A03",186.551317774438,5.22870636356309,26.363627089475,3.27198529840355
"A04",157.928437257641,5.06214200167465,29.2197183540354,3.37484376746828
"A05",126.435047198085,4.83972871541669,25.5679762111683,3.24134063916918
"A06",109.322752959603,4.6943045433224,24.9860123005248,3.21831616030619
"A07",88.6883458447595,4.48512849223641,18.4106086578241,2.91292705595997
"A08",81.2479985756118,4.3975061879909,18.9780362278849,2.94328232249088
"A09",154.646646822513,5.0411428165327,33.4723592560324,3.51072000141642
"A10",151.617403576056,5.02136026593369,32.0287665809549,3.46663445463592
"B01",110.100015140029,4.70138918124024,25.5326809530635,3.23995923761091
"B02",134.454427710902,4.90122531419867,28.4220391673579,3.34716487123353
"B03",135.418186352253,4.90836766720643,30.3940747066528,3.4142476784492
"B04",98.5690203185505,4.5907570166866,23.6427789994845,3.16305774059859
"B05",142.465993851489,4.95910333159106,34.0126103977107,3.52673134990228
"B06",82.5505609949999,4.41341096616376,19.5317959208768,2.97204369769494
"B07",146.795973746658,4.98904368901041,32.1773409501986,3.47126250764047
"B08",276.062771630397,5.62062827330155,60.8784714730787,4.10887960602863
"B09",310.031177919625,5.73667286635625,65.0430906892781,4.17504998393337
"B10",255.466844403306,5.54309263372149,55.9772938471948,4.02494614149679
"C01",46.656866701329,3.84282011263103,9.23232919563825,2.2227113672364
"C02",67.5437630614448,4.21277572944687,13.7243457836022,2.61917132021962
"C03",55.0125092522575,4.00756060032184,11.8968451010553,2.47627324740923
"C04",100.795437320128,4.61309308993152,23.0165891822273,3.13621522473231
"C05",48.6499493598655,3.88465076772429,10.5050098278003,2.35185226983201
"C06",110.038425252253,4.70082962526925,26.0377283565993,3.25954657684529
"C07",233.626549847677,5.45372389966566,47.7524378786228,3.86603012067317
"C08",211.90438732801,5.35613516976973,45.6950219119641,3.82198936225056
"C09",144.661780389177,4.97439846875019,32.2385748894954,3.47316371348202
"C10",122.382356986707,4.80715021742327,25.4301001530819,3.23593351780936
"D01",98.4212041922284,4.58925627060204,23.4388683369323,3.15439568440222
"D02",76.2945590047612,4.3346016251941,16.1774094045047,2.78361578784117
"D03",138.698131435155,4.93229985524125,33.14798109771,3.5009818127474
"D04",120.634349949813,4.79276406919252,28.6391472018257,3.35477456517655
"D05",111.378592134345,4.71293513788003,26.3724022754886,3.27231809502098
"D06",122.235553741223,4.80594995156643,27.9529105687385,3.33052132901804
"D07",143.049214328969,4.9631887271984,36.9464858200647,3.60947053651312
"D08",158.067325898488,5.06302105554805,36.0912237926113,3.58604972754532
"D09",236.560738345129,5.46620499671423,55.0266711772021,4.00781799818626
"D10",317.611603558977,5.76082926384091,72.4718666620023,4.28319844050993
"E01",57.5856097110598,4.05327270508357,12.9214301494236,2.55888718490832
"E02",43.398607782647,3.77042736185097,10.0716892386868,2.30972844228341
"E03",56.3023642808788,4.03073652859568,12.7269325593852,2.54372042197687
"E04",58.9625912044196,4.07690319542995,12.5164154002253,2.52704101479129
"E05",85.3720777851471,4.44701908931274,17.9230445608579,2.88608729048516
"E06",36.0209566498583,3.58410089824739,8.47709224796219,2.1373674957143
"E07",55.4827828562639,4.01607275381853,11.461025979806,2.43895223431297
"E08",121.277252714284,4.79807926921569,27.1904484029597,3.30286574997437
"E09",42.7621150882662,3.75565254911188,10.0290063652389,2.30548153078918
"E10",40.8244816438714,3.70928194174889,9.81149407210555,2.28355456290885
"F01",77.927298094824,4.35577631632954,17.5308145206063,2.86396016223513
"F02",26.5541027504656,3.27918426495728,5.28352558397663,1.66459359912753
"F03",123.724337542766,4.81805600655218,27.2445307234433,3.30485279356825
"F04",93.2611267549123,4.53540337317415,21.1893740908022,3.05349983389219
"F05",115.185611501064,4.74654484029674,27.6921160393414,3.32114775316311
"F06",80.2508386032829,4.38515721184067,18.8527566143757,2.9366591426915
"F07",128.541557336427,4.85625225544799,29.6994706090725,3.39112922103944
"F08",134.379797538829,4.90067010085915,32.6565429773131,3.48604523311303
"F09",74.9373841168801,4.31665288638961,18.9695051843985,2.94283269949489
"F10",96.5196980044901,4.56974711191325,27.5861579115143,3.31731412197227
"G01",45.5697395774088,3.819243890478,10.3105199649226,2.33316472982434
"G02",66.3475552097246,4.19490691322256,15.6385135966912,2.74973669202598
"G03",126.952200480767,4.84381064144487,29.3984254297414,3.3809411160989
"G04",92.352215417792,4.5256096957218,21.85809664759,3.08457140885647
"G05",75.7160874840613,4.32699065416701,19.4714825279524,2.96895096070472
"G06",89.8571828009992,4.49822155217125,22.8467751957137,3.12880997809011
"G07",60.5804914924574,4.10397291868037,15.4330529657591,2.73651150589357
"G08",61.425201366065,4.11782019664469,13.744182987656,2.62061567915618
"G09",90.5304342930331,4.50568608470365,17.8808167266178,2.88372844692462
"G10",86.6445748098901,4.46181440381362,14.739220198185,2.6905119815751
"H01",53.3788940103864,3.97741542458576,11.0937474562385,2.40638165737885
"H02",86.4519179522255,4.45958839756539,19.370429736664,2.963747662855
"H03",113.969460441357,4.73593052164004,23.7177287122698,3.16622281542465
"H04",88.154193658213,4.47908748182699,21.0719454139149,3.04794255454175
"H05",70.235243963224,4.25185023580463,17.4310176065936,2.85825124030586
"H06",59.197392963852,4.0808775031475,14.9251217387616,2.70304581594634
"H07",62.0475311218173,4.1279007223307,14.2919769784878,2.65969832936276
"H08",53.4748122740566,3.97921074442573,12.6456661625334,2.537314560627
"H09",75.6705655080362,4.32638925402377,16.4729000298264,2.80171660821738
"H10",57.0805323773395,4.04446311942813,11.371512309548,2.43111130767289
"I01",99.0935685612327,4.59606454075601,22.0446508608594,3.09306998111857
"I02",150.493417461416,5.0139193454345,30.2726643217183,3.41024513771715
"I03",108.665550205573,4.68827481846397,23.9248865616997,3.17491919591502
"I04",82.215038636942,4.40933823711611,19.2771755422158,2.95892178167766
"I05",91.9348935046915,4.52108064722901,21.2131870003592,3.05462301661737
"I06",76.7347773062935,4.34035502550899,14.7534267970112,2.6914753810236
"I07",139.653054475245,4.93916116451321,19.0263016996247,2.94582232188679
"I08",140.415195145738,4.94460371326928,25.5300354810434,3.23985562103086
"I09",87.9296054421441,4.4765365561995,18.1923321604438,2.90100019544109
"I10",130.602666890314,4.87215963692721,25.2962728035647,3.23065706486361
"J01",67.5948436671255,4.21353170302614,11.4222147569201,2.4355601221076
"J02",50.4682822198431,3.92134506410508,10.2535019110226,2.32761929709126
"J03",51.3757821921186,3.93916689785122,10.5064552670644,2.35198985559863
"J04",36.5405686653287,3.59842311364564,7.56672326228309,2.02376011538816
"J05",41.5671312423136,3.72730974059488,8.12448474281586,2.09488230993609
"J06",145.304918323322,4.97883441944122,23.5016986122283,3.15707269990936
