frag_ID,species_long,species,rep,image_no,image_id
H05,Montipora aequituberculata,Maeq,5,2,P8174944
H05,Montipora aequituberculata,Maeq,6,1,P8174945
H05,Montipora aequituberculata,Maeq,6,2,P8174946
H06,Montipora aequituberculata,Maeq,1,1,P8174948
H06,Montipora aequituberculata,Maeq,1,2,P8174949
H06,Montipora aequituberculata,Maeq,2,1,P8174950
H06,Montipora aequituberculata,Maeq,2,2,P8174951
H06,Montipora aequituberculata,Maeq,3,1,P8174952
H06,Montipora aequituberculata,Maeq,3,2,P8174953
H06,Montipora aequituberculata,Maeq,4,1,P8174954
H06,Montipora aequituberculata,Maeq,4,2,P8174955
H06,Montipora aequituberculata,Maeq,5,1,P8174956
H06,Montipora aequituberculata,Maeq,5,2,P8174957
H06,Montipora aequituberculata,Maeq,6,1,P8174958
H06,Montipora aequituberculata,Maeq,6,2,P8174959
H07,Montipora aequituberculata,Maeq,1,1,P8184961
H07,Montipora aequituberculata,Maeq,1,2,P8184962
H07,Montipora aequituberculata,Maeq,2,1,P8184963
H07,Montipora aequituberculata,Maeq,2,2,P8184964
H07,Montipora aequituberculata,Maeq,3,1,P8184965
H07,Montipora aequituberculata,Maeq,3,2,P8184966
H07,Montipora aequituberculata,Maeq,4,1,P8184967
H07,Montipora aequituberculata,Maeq,4,2,P8184968
H07,Montipora aequituberculata,Maeq,5,1,P8184969
H07,Montipora aequituberculata,Maeq,5,2,P8184970
H07,Montipora aequituberculata,Maeq,6,1,P8184971
H07,Montipora aequituberculata,Maeq,6,2,P8184972
H08,Montipora aequituberculata,Maeq,1,1,P8184974
H08,Montipora aequituberculata,Maeq,1,2,P8184975
H08,Montipora aequituberculata,Maeq,2,1,P8184976
H08,Montipora aequituberculata,Maeq,2,2,P8184977
H08,Montipora aequituberculata,Maeq,3,1,P8184978
H08,Montipora aequituberculata,Maeq,3,2,P8184979
H08,Montipora aequituberculata,Maeq,4,1,P8184980
H08,Montipora aequituberculata,Maeq,4,2,P8184981
H08,Montipora aequituberculata,Maeq,5,1,P8184982
H08,Montipora aequituberculata,Maeq,5,2,P8184983
H08,Montipora aequituberculata,Maeq,6,1,P8184984
H08,Montipora aequituberculata,Maeq,6,2,P8184985
H09,Montipora aequituberculata,Maeq,1,1,P8184987
H09,Montipora aequituberculata,Maeq,1,2,P8184988
H09,Montipora aequituberculata,Maeq,2,1,P8184989
H09,Montipora aequituberculata,Maeq,2,2,P8184990
H09,Montipora aequituberculata,Maeq,3,1,P8184991
H09,Montipora aequituberculata,Maeq,3,2,P8184992
H09,Montipora aequituberculata,Maeq,4,1,P8184993
H09,Montipora aequituberculata,Maeq,4,2,P8184994
H09,Montipora aequituberculata,Maeq,5,1,P8184995
H09,Montipora aequituberculata,Maeq,5,2,P8184996
H09,Montipora aequituberculata,Maeq,6,1,P8184997
H09,Montipora aequituberculata,Maeq,6,2,P8184998
H10,Montipora aequituberculata,Maeq,1,1,P8185000
H10,Montipora aequituberculata,Maeq,1,2,P8185001
H10,Montipora aequituberculata,Maeq,2,1,P8185002
H10,Montipora aequituberculata,Maeq,2,2,P8185003
H10,Montipora aequituberculata,Maeq,3,1,P8185004
H10,Montipora aequituberculata,Maeq,3,2,P8185005
H10,Montipora aequituberculata,Maeq,4,1,P8185006
H10,Montipora aequituberculata,Maeq,4,2,P8185007
H10,Montipora aequituberculata,Maeq,5,1,P8185008
H10,Montipora aequituberculata,Maeq,5,2,P8185009
H10,Montipora aequituberculata,Maeq,6,1,P8185010
H10,Montipora aequituberculata,Maeq,6,2,P8185011
I01,Turbinaria frondens,Tfro,1,1,P8185013
I01,Turbinaria frondens,Tfro,1,2,P8185014
I01,Turbinaria frondens,Tfro,2,1,P8185015
I01,Turbinaria frondens,Tfro,2,2,P8185016
I01,Turbinaria frondens,Tfro,3,1,P8185017
I01,Turbinaria frondens,Tfro,3,2,P8185018
I01,Turbinaria frondens,Tfro,4,1,P8185019
I01,Turbinaria frondens,Tfro,4,2,P8185020
I01,Turbinaria frondens,Tfro,5,1,P8185021
I01,Turbinaria frondens,Tfro,5,2,P8185022
I01,Turbinaria frondens,Tfro,6,1,P8185023
I01,Turbinaria frondens,Tfro,6,2,P8185024
I02,Turbinaria frondens,Tfro,1,1,P8185026
I02,Turbinaria frondens,Tfro,1,2,P8185027
I02,Turbinaria frondens,Tfro,2,1,P8185028
I02,Turbinaria frondens,Tfro,2,2,P8185029
I02,Turbinaria frondens,Tfro,3,1,P8185030
I02,Turbinaria frondens,Tfro,3,2,P8185031
I02,Turbinaria frondens,Tfro,4,1,P8185032
I02,Turbinaria frondens,Tfro,4,2,P8185033
I02,Turbinaria frondens,Tfro,5,1,P8185034
I02,Turbinaria frondens,Tfro,5,2,P8185035
I02,Turbinaria frondens,Tfro,6,1,P8185036
I02,Turbinaria frondens,Tfro,6,2,P8185037
I03,Turbinaria frondens,Tfro,1,1,P8185039
I03,Turbinaria frondens,Tfro,1,2,P8185040
I03,Turbinaria frondens,Tfro,2,1,P8185041
I03,Turbinaria frondens,Tfro,2,2,P8185042
I03,Turbinaria frondens,Tfro,3,1,P8185043
I03,Turbinaria frondens,Tfro,3,2,P8185044
I03,Turbinaria frondens,Tfro,4,1,P8185045
I03,Turbinaria frondens,Tfro,4,2,P8185046
I03,Turbinaria frondens,Tfro,5,1,P8185047
I03,Turbinaria frondens,Tfro,5,2,P8185048
I03,Turbinaria frondens,Tfro,6,1,P8185049
I03,Turbinaria frondens,Tfro,6,2,P8185050
I04,Turbinaria frondens,Tfro,1,1,P8185052
I04,Turbinaria frondens,Tfro,1,2,P8185053
I04,Turbinaria frondens,Tfro,2,1,P8185054
I04,Turbinaria frondens,Tfro,2,2,P8185055
I04,Turbinaria frondens,Tfro,3,1,P8185056
I04,Turbinaria frondens,Tfro,3,2,P8185057
I04,Turbinaria frondens,Tfro,4,1,P8185058
I04,Turbinaria frondens,Tfro,4,2,P8185059
I04,Turbinaria frondens,Tfro,5,1,P8185060
I04,Turbinaria frondens,Tfro,5,2,P8185061
I04,Turbinaria frondens,Tfro,6,1,P8185062
I04,Turbinaria frondens,Tfro,6,2,P8185063
I05,Turbinaria frondens,Tfro,1,1,P8185065
I05,Turbinaria frondens,Tfro,1,2,P8185066
I05,Turbinaria frondens,Tfro,2,1,P8185067
I05,Turbinaria frondens,Tfro,2,2,P8185068
I05,Turbinaria frondens,Tfro,3,1,P8185069
I05,Turbinaria frondens,Tfro,3,2,P8185070
I05,Turbinaria frondens,Tfro,4,1,P8185071
I05,Turbinaria frondens,Tfro,4,2,P8185072
I05,Turbinaria frondens,Tfro,5,1,P8185073
I05,Turbinaria frondens,Tfro,5,2,P8185074
I05,Turbinaria frondens,Tfro,6,1,P8185075
I05,Turbinaria frondens,Tfro,6,2,P8185076
J01,Acropora hyacinthus,Ahya,1,1,P8185078
J01,Acropora hyacinthus,Ahya,1,2,P8185079
J01,Acropora hyacinthus,Ahya,2,1,P8185080
J01,Acropora hyacinthus,Ahya,2,2,P8185081
J01,Acropora hyacinthus,Ahya,3,1,P8185082
J01,Acropora hyacinthus,Ahya,3,2,P8185083
J01,Acropora hyacinthus,Ahya,4,1,P8185084
J01,Acropora hyacinthus,Ahya,4,2,P8185085
J01,Acropora hyacinthus,Ahya,5,1,P8185086
J01,Acropora hyacinthus,Ahya,5,2,P8185087
J01,Acropora hyacinthus,Ahya,6,1,P8185088
J01,Acropora hyacinthus,Ahya,6,2,P8185089
J02,Acropora hyacinthus,Ahya,1,1,P8185091
J02,Acropora hyacinthus,Ahya,1,2,P8185092
J02,Acropora hyacinthus,Ahya,2,1,P8185093
J02,Acropora hyacinthus,Ahya,2,2,P8185094
J02,Acropora hyacinthus,Ahya,3,1,P8185095
J02,Acropora hyacinthus,Ahya,3,2,P8185096
J02,Acropora hyacinthus,Ahya,4,1,P8185097
J02,Acropora hyacinthus,Ahya,4,2,P8185098
J02,Acropora hyacinthus,Ahya,5,1,P8185099
J02,Acropora hyacinthus,Ahya,5,2,P8185100
J02,Acropora hyacinthus,Ahya,6,1,P8185101
J02,Acropora hyacinthus,Ahya,6,2,P8185102
J03,Acropora hyacinthus,Ahya,1,1,P8185104
J03,Acropora hyacinthus,Ahya,1,2,P8185105
J03,Acropora hyacinthus,Ahya,2,1,P8185106
J03,Acropora hyacinthus,Ahya,2,2,P8185107
J03,Acropora hyacinthus,Ahya,3,1,P8185108
J03,Acropora hyacinthus,Ahya,3,2,P8185109
J03,Acropora hyacinthus,Ahya,4,1,P8185110
J03,Acropora hyacinthus,Ahya,4,2,P8185111
J03,Acropora hyacinthus,Ahya,5,1,P8185112
J03,Acropora hyacinthus,Ahya,5,2,P8185113
J03,Acropora hyacinthus,Ahya,6,1,P8185114
J03,Acropora hyacinthus,Ahya,6,2,P8185115
J04,Acropora hyacinthus,Ahya,1,1,P8185117
J04,Acropora hyacinthus,Ahya,1,2,P8185118
J04,Acropora hyacinthus,Ahya,2,1,P8185119
J04,Acropora hyacinthus,Ahya,2,2,P8185120
J04,Acropora hyacinthus,Ahya,3,1,P8185121
J04,Acropora hyacinthus,Ahya,3,2,P8185122
J04,Acropora hyacinthus,Ahya,4,1,P8185123
J04,Acropora hyacinthus,Ahya,4,2,P8185124
J04,Acropora hyacinthus,Ahya,5,1,P8185125
J04,Acropora hyacinthus,Ahya,5,2,P8185126
J04,Acropora hyacinthus,Ahya,6,1,P8185127
J04,Acropora hyacinthus,Ahya,6,2,P8185128
J05,Acropora hyacinthus,Ahya,1,1,P8185130
J05,Acropora hyacinthus,Ahya,1,2,P8185131
J05,Acropora hyacinthus,Ahya,2,1,P8185132
J05,Acropora hyacinthus,Ahya,2,2,P8185133
J05,Acropora hyacinthus,Ahya,3,1,P8185134
J05,Acropora hyacinthus,Ahya,3,2,P8185135
J05,Acropora hyacinthus,Ahya,4,1,P8185136
J05,Acropora hyacinthus,Ahya,4,2,P8185137
J05,Acropora hyacinthus,Ahya,5,1,P8185138
J05,Acropora hyacinthus,Ahya,5,2,P8185139
J05,Acropora hyacinthus,Ahya,6,1,P8185140
J05,Acropora hyacinthus,Ahya,6,2,P8185141
I06,Turbinaria frondens,Tfro,1,1,P8185143
I06,Turbinaria frondens,Tfro,1,2,P8185144
I06,Turbinaria frondens,Tfro,2,1,P8185145
I06,Turbinaria frondens,Tfro,2,2,P8185146
I06,Turbinaria frondens,Tfro,3,1,P8185147
I06,Turbinaria frondens,Tfro,3,2,P8185148
I06,Turbinaria frondens,Tfro,4,1,P8185149
I06,Turbinaria frondens,Tfro,4,2,P8185150
I06,Turbinaria frondens,Tfro,5,1,P8185151
I06,Turbinaria frondens,Tfro,5,2,P8185152
I06,Turbinaria frondens,Tfro,6,1,P8185153
I06,Turbinaria frondens,Tfro,6,2,P8185154
I07,Turbinaria frondens,Tfro,1,1,P8185156
I07,Turbinaria frondens,Tfro,1,2,P8185157
I07,Turbinaria frondens,Tfro,2,1,P8185158
I07,Turbinaria frondens,Tfro,2,2,P8185159
I07,Turbinaria frondens,Tfro,3,1,P8185160
I07,Turbinaria frondens,Tfro,3,2,P8185161
I07,Turbinaria frondens,Tfro,4,1,P8185162
I07,Turbinaria frondens,Tfro,4,2,P8185163
I07,Turbinaria frondens,Tfro,5,1,P8185164
I07,Turbinaria frondens,Tfro,5,2,P8185165
I07,Turbinaria frondens,Tfro,6,1,P8185166
I07,Turbinaria frondens,Tfro,6,2,P8185167
I08,Turbinaria frondens,Tfro,1,1,P8185169
I08,Turbinaria frondens,Tfro,1,2,P8185170
I08,Turbinaria frondens,Tfro,2,1,P8185171
I08,Turbinaria frondens,Tfro,2,2,P8185172
I08,Turbinaria frondens,Tfro,3,1,P8185173
I08,Turbinaria frondens,Tfro,3,2,P8185174
I08,Turbinaria frondens,Tfro,4,1,P8185175
I08,Turbinaria frondens,Tfro,4,2,P8185176
I08,Turbinaria frondens,Tfro,5,1,P8185177
I08,Turbinaria frondens,Tfro,5,2,P8185178
I08,Turbinaria frondens,Tfro,6,1,P8185179
I08,Turbinaria frondens,Tfro,6,2,P8185180
I09,Turbinaria frondens,Tfro,1,1,P8185182
I09,Turbinaria frondens,Tfro,1,2,P8185183
I09,Turbinaria frondens,Tfro,2,1,P8185184
I09,Turbinaria frondens,Tfro,2,2,P8185185
I09,Turbinaria frondens,Tfro,3,1,P8185186
I09,Turbinaria frondens,Tfro,3,2,P8185187
I09,Turbinaria frondens,Tfro,4,1,P8185188
I09,Turbinaria frondens,Tfro,4,2,P8185189
I09,Turbinaria frondens,Tfro,5,1,P8185190
I09,Turbinaria frondens,Tfro,5,2,P8185191
I09,Turbinaria frondens,Tfro,6,1,P8185192
I09,Turbinaria frondens,Tfro,6,2,P8185193
I10,Turbinaria frondens,Tfro,1,1,P8185195
I10,Turbinaria frondens,Tfro,1,2,P8185196
I10,Turbinaria frondens,Tfro,2,1,P8185197
I10,Turbinaria frondens,Tfro,2,2,P8185198
I10,Turbinaria frondens,Tfro,3,1,P8185199
I10,Turbinaria frondens,Tfro,3,2,P8185200
I10,Turbinaria frondens,Tfro,4,1,P8185201
I10,Turbinaria frondens,Tfro,4,2,P8185202
I10,Turbinaria frondens,Tfro,5,1,P8185203
I10,Turbinaria frondens,Tfro,5,2,P8185204
I10,Turbinaria frondens,Tfro,6,1,P8185205
I10,Turbinaria frondens,Tfro,6,2,P8185206
J06,Acropora hyacinthus,Ahya,1,1,P8185208
J06,Acropora hyacinthus,Ahya,1,2,P8185209
J06,Acropora hyacinthus,Ahya,2,1,P8185210
J06,Acropora hyacinthus,Ahya,2,2,P8185211
J06,Acropora hyacinthus,Ahya,3,1,P8185212
J06,Acropora hyacinthus,Ahya,3,2,P8185213
J06,Acropora hyacinthus,Ahya,4,1,P8185214
J06,Acropora hyacinthus,Ahya,4,2,P8185215
J06,Acropora hyacinthus,Ahya,5,1,P8185216
J06,Acropora hyacinthus,Ahya,5,2,P8185217
J06,Acropora hyacinthus,Ahya,6,1,P8185218
J06,Acropora hyacinthus,Ahya,6,2,P8185219
J07,Acropora hyacinthus,Ahya,1,1,P8185221
J07,Acropora hyacinthus,Ahya,1,2,P8185222
J07,Acropora hyacinthus,Ahya,2,1,P8185223
J07,Acropora hyacinthus,Ahya,2,2,P8185224
J07,Acropora hyacinthus,Ahya,3,1,P8185225
J07,Acropora hyacinthus,Ahya,3,2,P8185226
J07,Acropora hyacinthus,Ahya,4,1,P8185227
J07,Acropora hyacinthus,Ahya,4,2,P8185228
J07,Acropora hyacinthus,Ahya,5,1,P8185229
J07,Acropora hyacinthus,Ahya,5,2,P8185230
J07,Acropora hyacinthus,Ahya,6,1,P8185231
J07,Acropora hyacinthus,Ahya,6,2,P8185232
J08,Acropora hyacinthus,Ahya,1,1,P8185234
J08,Acropora hyacinthus,Ahya,1,2,P8185235
J08,Acropora hyacinthus,Ahya,2,1,P8185236
J08,Acropora hyacinthus,Ahya,2,2,P8185237
J08,Acropora hyacinthus,Ahya,3,1,P8185238
J08,Acropora hyacinthus,Ahya,3,2,P8185239
J08,Acropora hyacinthus,Ahya,4,1,P8185240
J08,Acropora hyacinthus,Ahya,4,2,P8185241
J08,Acropora hyacinthus,Ahya,5,1,P8185242
J08,Acropora hyacinthus,Ahya,5,2,P8185243
J08,Acropora hyacinthus,Ahya,6,1,P8185244
J08,Acropora hyacinthus,Ahya,6,2,P8185245
J09,Acropora hyacinthus,Ahya,1,1,P8185247
J09,Acropora hyacinthus,Ahya,1,2,P8185248
J09,Acropora hyacinthus,Ahya,2,1,P8185249
J09,Acropora hyacinthus,Ahya,2,2,P8185250
J09,Acropora hyacinthus,Ahya,3,1,P8185251
J09,Acropora hyacinthus,Ahya,3,2,P8185252
J09,Acropora hyacinthus,Ahya,4,1,P8185253
J09,Acropora hyacinthus,Ahya,4,2,P8185254
J09,Acropora hyacinthus,Ahya,5,1,P8185255
J09,Acropora hyacinthus,Ahya,5,2,P8185256
J09,Acropora hyacinthus,Ahya,6,1,P8185257
J09,Acropora hyacinthus,Ahya,6,2,P8185258
J10,Acropora hyacinthus,Ahya,1,1,P8185260
J10,Acropora hyacinthus,Ahya,1,2,P8185261
J10,Acropora hyacinthus,Ahya,2,1,P8185262
J10,Acropora hyacinthus,Ahya,2,2,P8185263
J10,Acropora hyacinthus,Ahya,3,1,P8185264
J10,Acropora hyacinthus,Ahya,3,2,P8185265
J10,Acropora hyacinthus,Ahya,4,1,P8185266
J10,Acropora hyacinthus,Ahya,4,2,P8185267
J10,Acropora hyacinthus,Ahya,5,1,P8185268
J10,Acropora hyacinthus,Ahya,5,2,P8185269
J10,Acropora hyacinthus,Ahya,6,1,P8185270
J10,Acropora hyacinthus,Ahya,6,2,P8185271
