"frag_ID","full_species","n_total","n_below","prop_below_1","pct_below_1","temp_at_NPR1"
"A01","Porites cylindrica",6,1,0.166666666666667,16.6666666666667,32.038413286203
"A02","Porites cylindrica",9,5,0.555555555555556,55.5555555555556,29.8105153231537
"A03","Porites cylindrica",9,2,0.222222222222222,22.2222222222222,32.6061258190007
"A07","Porites cylindrica",9,1,0.111111111111111,11.1111111111111,37.4997125730206
"A08","Porites cylindrica",8,0,0,0,42.8411999100479
"B01","Montipora vietnamensis",9,1,0.111111111111111,11.1111111111111,33.2246606837698
"B02","Montipora vietnamensis",9,1,0.111111111111111,11.1111111111111,33.3313671218214
"B07","Montipora vietnamensis",9,1,0.111111111111111,11.1111111111111,35.8534047870145
"C01","Favites complanata",9,1,0.111111111111111,11.1111111111111,35.0110511285694
"C02","Favites complanata",9,1,0.111111111111111,11.1111111111111,34.2085468792863
"C03","Favites complanata",9,0,0,0,34.9678872700792
"C07","Favites complanata",9,0,0,0,41.5631763212303
"C08","Favites complanata",8,0,0,0,NA
"D01","Porites rus",9,2,0.222222222222222,22.2222222222222,32.3571736779591
"D02","Porites rus",9,3,0.333333333333333,33.3333333333333,30.6389763220955
"D03","Porites rus",9,3,0.333333333333333,33.3333333333333,31.863560282712
"D04","Porites rus",9,0,0,0,36.4053908964167
"D07","Porites rus",9,0,0,0,39.277424472783
"E01","Pocillopora eydouxi",9,2,0.222222222222222,22.2222222222222,32.3878488890324
"E02","Pocillopora eydouxi",9,1,0.111111111111111,11.1111111111111,33.3080784035458
"E03","Pocillopora eydouxi",9,1,0.111111111111111,11.1111111111111,33.6540229524833
"E07","Pocillopora eydouxi",9,1,0.111111111111111,11.1111111111111,39.5954969885901
"E08","Pocillopora eydouxi",9,1,0.111111111111111,11.1111111111111,32.7943908483362
"F01","Pachyseris rugosa",9,0,0,0,37.5900098986207
"F03","Pachyseris rugosa",9,0,0,0,35.7554843431247
"F04","Pachyseris rugosa",9,1,0.111111111111111,11.1111111111111,33.1257727425301
"F07","Pachyseris rugosa",9,1,0.111111111111111,11.1111111111111,36.6993041450635
"F08","Pachyseris rugosa",8,0,0,0,34.2832300138778
"G01","Echinopora lamellosa",9,0,0,0,35.0044532763352
"G02","Echinopora lamellosa",9,0,0,0,34.3696094613274
"G05","Echinopora lamellosa",9,0,0,0,37.3722350955141
"G07","Echinopora lamellosa",9,0,0,0,36.5308412374542
"G08","Echinopora lamellosa",9,1,0.111111111111111,11.1111111111111,34.5602315179468
"H01","Montipora aequituberculata",9,8,0.888888888888889,88.8888888888889,24.3934041023118
"H02","Montipora aequituberculata",9,0,0,0,35.5972061906147
"H04","Montipora aequituberculata",9,0,0,0,36.8904717456903
"H07","Montipora aequituberculata",9,0,0,0,38.5969836661884
"H08","Montipora aequituberculata",9,4,0.444444444444444,44.4444444444444,30.5836081149423
"I01","Turbinaria frondens",9,5,0.555555555555556,55.5555555555556,27.5994525035177
"I02","Turbinaria frondens",9,1,0.111111111111111,11.1111111111111,33.2400788640198
"I03","Turbinaria frondens",9,5,0.555555555555556,55.5555555555556,29.695427043814
"I07","Turbinaria frondens",9,1,0.111111111111111,11.1111111111111,32.9753356829668
"I08","Turbinaria frondens",9,0,0,0,35.0478265609437
"J01","Acropora hyacinthus",9,1,0.111111111111111,11.1111111111111,33.2839883296907
"J02","Acropora hyacinthus",9,2,0.222222222222222,22.2222222222222,31.9651828597735
"J03","Acropora hyacinthus",9,1,0.111111111111111,11.1111111111111,32.4859734610007
"J07","Acropora hyacinthus",9,1,0.111111111111111,11.1111111111111,36.5388105965744
"J08","Acropora hyacinthus",9,0,0,0,41.5552418626315
