frag_ID,dw_mg_cm2,dw_log,afdw_mg_cm2,afdw_log,chla_ug_cm2_mean,chla_log,chla_pg_sym,chla_sym_log,sym_cm2,sym_log,prot_ug_cm2,prot_log
B01,110.100015140029,4.701389181240241,25.5326809530635,3.2399592376109094,9.058368599861511,2.2036890376005647,6.12962834599219,1.8131341193975952,1477800.62485913,14.206065476167241,1362.12089,7.216798241948275
B02,134.454427710902,4.9012253141986735,28.4220391673579,3.3471648712335256,6.736786163783427,1.9075829809053024,4.838279850926867,1.576559254856972,1392392.82789582,14.146534284012604,1510.213427,7.320006262205182
B03,135.418186352253,4.908367667206429,30.3940747066528,3.414247678449197,7.490658839020043,2.0136567561466423,6.5030003550716176,1.8722636634882155,1151877.35353239,13.956903650622706,1912.134602,7.555975489669051
B04,98.5690203185505,4.5907570166866,23.6427789994845,3.1630577405985867,9.472650807310972,2.2484087843234475,6.528524304974749,1.876180930762411,1450963.550843,14.187738411525313,1381.962152,7.231259617556074
B05,142.465993851489,4.959103331591062,34.0126103977107,3.5267313499022803,8.384967599142149,2.126440531122465,6.3338028169013985,1.8459008167353448,1323844.11727617,14.096050272351395,1206.745541,7.095682379485091
B06,82.5505609949999,4.413410966163759,19.5317959208768,2.972043697694941,8.171411628476609,2.100641675890112,8.222194089391852,2.1068370943016466,993823.733621084,13.80931513955274,1180.134011,7.073383279655348
B07,146.795973746658,4.989043689010411,32.1773409501986,3.4712625076404717,11.691229396783676,2.4588389364884686,8.454846034381177,2.1347397721765993,1382784.42318664,14.13960972227614,1108.615674,7.0108673754388855
B08,276.062771630397,5.620628273301552,60.8784714730787,4.1088796060286255,11.716079242782508,2.4609621925805882,6.5889758892337085,1.885397932679838,1778133.57272854,14.39107481750337,1609.20823,7.383497554405086
B09,310.031177919625,5.736672866356247,65.0430906892781,4.1750499839333735,10.288826154711751,2.33105846702309,5.469762430001708,1.6992351840467883,1881037.1174948,14.447333840940578,1907.571727,7.553586365072883
B10,255.466844403306,5.543092633721491,55.9772938471948,4.024946141496794,8.931524081945685,2.1895870501966996,4.38228078146298,1.4775693152188416,2038099.45718814,14.527528292942135,1471.54558,7.2940685423891845
C01,46.656866701329,3.8428201126310273,9.23232919563825,2.2227113672364047,6.869118467475826,1.9270357817675217,5.508978923184497,1.706379292595531,1246895.0350431,14.036167047136265,637.3753979,6.457358803654396
C02,67.5437630614448,4.212775729446869,13.7243457836022,2.61917132021962,4.085533552085736,1.4074523322885837,5.061616736248114,1.621685945358449,807159.799916837,13.60127694489441,1318.84611,7.184512474189639
C03,55.0125092522575,4.007560600321836,11.8968451010553,2.476273247409233,3.74576849174478,1.3206268006558295,4.457832938223395,1.4946627596592872,840266.681962648,13.641474598960814,NA,NA
C04,100.795437320128,4.613093089931522,23.0165891822273,3.1362152247323127,5.582703808328248,1.7196732124989431,3.592447582218758,1.2788337479721128,1554011.20839188,14.256350022491107,897.0890787,6.799155164486006
C05,48.6499493598655,3.8846507677242883,10.5050098278003,2.351852269832014,6.461382913753121,1.8658433682204798,3.828331468681514,1.34242906040662,1687780.42513086,14.338924865778136,NA,NA
C06,110.038425252253,4.700829625269251,26.0377283565993,3.2595465768452923,10.664514654094113,2.3669218425984333,4.728231669428339,1.5535512783594414,2255497.48821498,14.628881122203268,2534.300452,7.83767292212393
C07,233.626549847677,5.453723899665663,47.7524378786228,3.866030120673167,23.504534165330625,3.1571933457445254,4.77792498581231,1.5640063488666662,NA,NA,NA,NA
C08,211.90438732801,5.35613516976973,45.6950219119641,3.821989362250565,12.540493438043525,2.528962883556896,6.689449195171014,1.9005315381902392,1874667.56561904,14.443941903330929,1958.801929,7.580088304614281
C09,144.661780389177,4.97439846875019,32.2385748894954,3.4731637134820152,5.5451558543645945,1.7129247275966173,3.639307194518469,1.2917933323571276,1523684.47014221,14.236641953203765,NA,NA
C10,122.382356986707,4.807150217423265,25.4301001530819,3.2359335178093596,6.436115464425797,1.8619251693709806,5.042113224091623,1.617825284699951,1276471.82409025,14.059610442635305,989.3172951,6.897015104335468
D01,98.4212041922284,4.589256270602044,23.4388683369323,3.154395684402223,8.950465466192716,2.1917055383302606,7.473293873671468,2.011335848900163,1197660.04354858,13.995880247394371,671.9090225,6.510122948173495
D02,76.2945590047612,4.334601625194105,16.1774094045047,2.783615787841173,6.797164367324139,1.9165055204061046,7.25979497236585,1.9823515877169708,936274.976524449,13.749664490653409,518.5179266,6.2509746010352725
D03,138.698131435155,4.932299855241249,33.14798109771,3.5009818127474035,10.623640753506908,2.3630817775451547,8.938473963044304,2.1903648769688706,1188529.58541132,13.98822745854056,756.2885163,6.628422938692758
D04,120.634349949813,4.792764069192518,28.6391472018257,3.3547745651765504,15.863955275095671,2.7640495719432026,9.705399722277338,2.2726824030244597,1634549.39817494,14.306877726883016,1308.447728,7.176596773140159
D05,111.378592134345,4.712935137880027,26.3724022754886,3.27231809502098,6.9349536898491975,1.936574376001052,6.423353560095763,1.8599403427042862,1079646.88927163,13.892144591261046,646.4957662,6.471566649389231
D06,122.235553741223,4.805949951566433,27.9529105687385,3.330521329018039,16.18544493802383,2.784112377764868,7.009254718594966,1.9472313785035824,2309153.48176536,14.652391557225561,1511.973999,7.321171360163047
D07,143.049214328969,4.963188727198401,36.9464858200647,3.6094705365131197,16.99153775738639,2.8327154411458606,8.173339989302898,2.100877636751474,2078897.70639965,14.547348362358658,2159.042525,7.677420126939636
D08,158.067325898488,5.063021055548054,36.0912237926113,3.586049727545323,10.512150921044045,2.3525318186639317,5.9877008391814215,1.789707505252794,1755623.93703042,14.378334871375412,1286.698718,7.159835083843204
D09,236.560738345129,5.466204996714229,55.0266711772021,4.00781799818626,21.80779719523774,3.0822675753528714,6.608819894845922,1.8884051046184125,3299802.01340412,15.009373028698734,2570.706893,7.851936195710421
D10,317.611603558977,5.760829263840907,72.4718666620023,4.283198440509933,29.299918760404356,3.3775847433367328,5.577755607720397,1.7187864746420825,NA,NA,3854.508155,8.25699869160599
E01,57.5856097110598,4.053272705083569,12.9214301494236,2.5588871849083183,7.481003787088495,2.0123669791177154,3.484655393174091,1.2483691564463784,2146841.78003444,14.579508380635609,NA,NA
E02,43.398607782647,3.770427361850973,10.0716892386868,2.309728442283407,4.3349387473625995,1.4667074803431976,4.067595020673495,1.4030519207904966,1065725.25665174,13.879166117516975,533.9563144,6.280314027374018
E03,56.3023642808788,4.03073652859568,12.7269325593852,2.543720421976871,5.159984984546712,1.64093366951767,4.214807477961296,1.4386039149566412,1224251.64412079,14.017840312525303,621.9105888,6.432796334496491
E04,58.9625912044196,4.076903195429953,12.5164154002253,2.527041014791294,NA,NA,NA,NA,240520.669071494,12.390561306920358,830.6702673,6.722232925860658
E05,85.3720777851471,4.447019089312742,17.9230445608579,2.8860872904851633,NA,NA,NA,NA,485415.790189902,13.092761102009039,656.4653382,6.486869894481515
E06,36.0209566498583,3.584100898247387,8.47709224796219,2.1373674957143027,5.005180795574883,1.610473535106749,4.44580107724733,1.4919600725813886,1125822.0304076,13.934024020489634,672.2549461,6.510637652652588
E07,55.4827828562639,4.016072753818525,11.461025979806,2.43895223431297,5.03061174064244,1.6155415951347079,6.329351801416225,1.8451978298726495,794806.782507619,13.58585432322633,600.2920335,6.397416259305171
E08,121.277252714284,4.798079269215691,27.1904484029597,3.302865749974366,2.2333344237818857,0.8034957259892374,6.894507042253521,1.9307250137297733,323929.529710351,12.688281270223738,529.8253397,6.272547404497531
E09,42.7621150882662,3.7556525491118813,10.0290063652389,2.3054815307891783,4.087052219068198,1.407823981370641,5.05493356096173,1.6203647091539608,808527.38612268,13.602969830180955,546.14716,6.3028884632394115
E10,40.8244816438714,3.7092819417488885,9.81149407210555,2.2835545629088534,3.8885287160805952,1.3580308639990903,5.954248715039045,1.7841050344854945,653067.901960339,13.38943638747787,623.47878,6.435314730860099
F01,77.927298094824,4.355776316329538,17.5308145206063,2.8639601622351276,5.372814723327008,1.681351928242589,6.33388544600939,1.8459138623844447,848265.218739013,13.650948623822417,957.5117172,6.864337958264521
F02,26.5541027504656,3.2791842649572835,5.28352558397663,1.6645935991275258,1.4945309269577054,0.4018123963769916,7.6275369630719645,2.03176498362408,195938.863907621,12.185557970717186,238.3329396,5.473668601996561
F03,123.724337542766,4.818056006552175,27.2445307234433,3.304852793568252,6.9268722293824965,1.9354083735668284,8.419365812360505,2.1305345062205125,822730.878282201,13.62038442531059,2030.656922,7.6161146265829665
F04,93.2611267549123,4.535403373174145,21.1893740908022,3.0534998338921935,5.904306585663766,1.7756820144160204,3.958317098854807,1.3758189599022412,1491620.41297094,14.215373612478048,1227.707584,7.112903956572618
F05,115.185611501064,4.746544840296741,27.6921160393414,3.3211477531631095,4.973630142326074,1.6041499844190932,6.730009713453132,1.9065765869621525,739022.728657271,13.513083955421214,1362.908252,7.217376116151362
F06,80.2508386032829,4.385157211840671,18.8527566143757,2.936659142691495,9.074413154209635,2.2054587118571702,7.752203412784389,2.047977114283467,1170559.21665378,13.97299215553798,1398.095354,7.242866127906932
F07,128.541557336427,4.856252255447988,29.6994706090725,3.39112922103944,10.879066382663812,2.386840427328943,8.444996670934685,2.1335741560542014,1288226.24881624,14.068776829239017,2019.660975,7.6106849421511065
F08,134.379797538829,4.900670100859146,32.6565429773131,3.486045233113026,13.91758208661284,2.6331529391441992,4.136982340346122,1.4199666187600164,3364186.97050769,15.028696878348457,2473.148438,7.813247289173376
F09,74.9373841168801,4.316652886389607,18.9695051843985,2.942832699494892,7.596762410395228,2.027722157896884,4.385262889554522,1.4782495760349692,1732339.10981491,14.36498313982619,1335.164184,7.196809547542068
F10,96.5196980044901,4.569747111913251,27.5861579115143,3.31731412197227,15.234997909278876,2.7235952752062143,6.642576682316118,1.893499942780323,2293537.37832452,14.645605890390167,2670.872677,7.890160543310352
G01,45.5697395774088,3.8192438904780004,10.3105199649226,2.333164729824342,6.134860400757515,1.8139873233412336,4.235903085177734,1.4435965486242088,1448300.46330017,14.1859013326813,707.0974201,6.56116845003898
G02,66.3475552097246,4.194906913222558,15.6385135966912,2.749736692025982,7.420413275775889,2.0042347531721587,4.10192039541098,1.4114552531749465,1809009.5761189,14.408290057961487,872.1934968,6.771011299292816
G03,126.952200480767,4.843810641444868,29.3984254297414,3.3809411160989016,8.3089280468952,2.1173306049865697,4.474381062098187,1.498368032015432,1857000.53964534,14.434473130935414,604.6061768,6.404577298634554
G04,92.352215417792,4.525609695721797,21.85809664759,3.084571408856473,9.837744168118531,2.2862264335746207,4.486306879739978,1.5010298420819426,2192837.99165534,14.600707149456953,930.772092,6.836014448168157
G05,75.7160874840613,4.326990654167012,19.4714825279524,2.9689509607047193,9.313283842033268,2.2314417511200944,5.0810464657101475,1.6255172375629203,1832946.00922954,14.421435071521449,1352.428497,7.209657142040303
G06,89.8571828009992,4.498221552171252,22.8467751957137,3.1288099780901093,10.06581834830198,2.309145362125568,4.767622417273366,1.5618477356191725,2111286.81496105,14.56280818447067,2271.294077,7.728105026016299
G07,60.5804914924574,4.103972918680366,15.4330529657591,2.736511505893567,4.628128938797836,1.5321526695305905,3.986556002682764,1.3829277009447107,1160934.13354367,13.964735526550152,1093.224408,6.9968867809177295
G08,61.425201366065,4.1178201966446855,13.744182987656,2.620615679156179,5.633746705737376,1.7287747102854523,4.05731964669372,1.4005225700517863,1388539.03471181,14.143762698197937,1515.58562,7.32355719110788
G09,90.5304342930331,4.505686084703647,17.8808167266178,2.883728446924622,7.1867666467854425,1.972241369166285,5.275928958765513,1.6631547697844131,1362180.32937029,14.124597157346148,1648.136814,7.40740072522748
G10,86.6445748098901,4.461814403813622,14.739220198185,2.690511981575101,5.904024847628744,1.7756342958985198,7.264495106230591,1.9829987978736632,812723.356722339,13.608146055989128,729.3206642,6.5921135038819365
H01,53.3788940103864,3.977415424585757,11.0937474562385,2.406381657378852,4.172394509832274,1.4284900939891407,1.9332728315594936,0.6592143343736443,2158202.63013088,14.58478631757977,838.2676232,6.731337408924923
H02,86.4519179522255,4.459588397565393,19.370429736664,2.963747662854995,5.210276647315402,1.6506329536483415,4.528605872523276,1.510414137718963,1150525.52462736,13.95572937389365,735.2958645,6.600272954951355
H03,113.969460441357,4.7359305216400385,23.7177287122698,3.166222815424646,7.950459915430695,2.073229777990508,5.343374395627491,1.6758573626950326,1487909.94730532,14.212882973259749,659.5664225,6.491582683537666
H04,88.154193658213,4.4790874818269915,21.0719454139149,3.047942554541747,8.069299871041263,2.0880667215221256,3.334794171152081,1.2044109596674877,2419729.51159788,14.699166319818914,1331.850277,7.1943244401278035
H05,70.235243963224,4.251850235804626,17.4310176065936,2.858251240305857,6.0059384361418955,1.792748719115978,3.179787302978903,1.156814308699436,1888786.21866167,14.45144496838082,1389.20939,7.236490080132995
H06,59.197392963852,4.080877503147499,14.9251217387616,2.7030458159463446,8.98166439502389,2.195185209797358,6.301007870753931,1.840709600086885,1425432.97505026,14.169986167674747,1876.591969,7.537212628298673
H07,62.0475311218173,4.127900722330705,14.2919769784878,2.6596983293627625,7.862120831664295,2.0620563959561387,3.2563822783443963,1.18061684860252,2414372.80995815,14.69695010531789,1176.403845,7.0702174751206055
H08,53.4748122740566,3.9792107444257314,12.6456661625334,2.537314560627003,8.611157028650343,2.1530586913682597,3.570941646570906,1.2728293275577403,2411452.74298152,14.695739921774795,1295.953066,7.1670016617502865
H09,75.6705655080362,4.32638925402377,16.4729000298264,2.801716608217383,6.838104694793075,1.9225106018330216,5.515342855253587,1.7075338185434994,1239833.11178552,14.030487341253798,1139.184857,7.038068247907846
H10,57.0805323773395,4.044463119428132,11.371512309548,2.4311113076728854,5.263274167284115,1.660753298361613,5.001104678920988,1.6096588238155818,1052422.3157072,13.866605032510309,883.8719621,6.784312212894032
I01,99.0935685612327,4.596064540756006,22.0446508608594,3.0930699811185702,7.1927598929776835,1.9730749496771183,3.9564833093046503,1.375355577507638,1817967.96060333,14.413229930133754,2054.641194,7.627856510225872
I02,150.493417461416,5.013919345434505,30.2726643217183,3.410245137717152,7.896445851665758,2.0664127660469114,3.3786754272533503,1.217483747259763,2337142.47541235,14.664439576751425,1818.098717,7.5055465730432225
I03,108.665550205573,4.688274818463975,23.9248865616997,3.1749191959150167,11.223447205396637,2.4180050904643893,3.814333531887096,1.3387659527221103,2942439.90767215,14.894749695706555,2436.836739,7.798456058767231
I04,82.215038636942,4.4093382371161125,19.2771755422158,2.9589217816776596,8.19560151554301,2.1035976098124345,5.13717296201451,1.6365029207673525,1595352.45866613,14.282605247009357,1276.502487,7.151879184975763
I05,91.9348935046915,4.521080647229015,21.2131870003592,3.0546230166173696,7.840988285436093,2.059364883233652,3.583931247056812,1.2764603116298017,2187817.71884582,14.598415129568124,1912.6077,7.556222877840622
I06,76.7347773062935,4.340355025508994,14.7534267970112,2.691475381023602,9.725608461267315,2.274762454258587,4.181138397823151,1.4305835534346065,2326067.09845597,14.659689458788257,2017.665662,7.609696509288545
I07,139.653054475245,4.939161164513214,19.0263016996247,2.9458223218867916,11.218097362292712,2.417528310161756,5.638346802124221,1.7295909023511067,1989607.54916075,14.503447965774924,1798.446152,7.494678322181476
I08,140.415195145738,4.94460371326928,25.5300354810434,3.23985562103086,12.597046887361424,2.533462412468615,3.759395484015202,1.3242581689481607,3350817.15688694,15.024714801484729,2670.529136,7.890031910036728
I09,87.9296054421441,4.476536556199496,18.1923321604438,2.901000195441087,7.580021188575176,2.0255159949769137,5.648951110509204,1.7314698837666769,1341845.77637315,14.109556669174513,2313.434027,7.746488291407059
I10,130.602666890314,4.872159636927209,25.2962728035647,3.2306570648636095,9.90705832832958,2.2932474655610835,4.141313066517922,1.42101290337636,2392250.5179401,14.687745120149,3713.296635,8.21967534190975
J01,67.5948436671255,4.213531703026144,11.4222147569201,2.4355601221075975,5.654363374461309,1.732427525770343,3.905253521126761,1.3623227033678451,1447886.37763775,14.18561538036677,806.8990414,6.693198556850285
J02,50.4682822198431,3.9213450641050844,10.2535019110226,2.327619297091258,6.517472411893648,1.8744866338888506,3.7821649353132343,1.330296579891706,1723212.1082403,14.35970061196142,1384.797591,7.2333092642591
J03,51.3757821921186,3.939166897851224,10.5064552670644,2.351989855598628,5.992514236924454,1.7905110631140606,4.263816371029525,1.4501646209806691,1405434.40792633,14.155857000097669,1113.470034,7.015236574795112
J04,36.5405686653287,3.5984231136456386,7.56672326228309,2.0237601153881593,5.276509468443755,1.663264793582767,4.776514695107056,1.5637111372660712,1104677.74208857,13.915064214280966,1019.129941,6.92670454324803
J05,41.5671312423136,3.727309740594884,8.12448474281586,2.094882309936087,5.137808302715248,1.636626588282685,3.2501099826047906,1.178688836570533,1580810.59724556,14.273448309676423,755.4846419,6.6273594531143765
J06,145.304918323322,4.978834419441225,23.5016986122283,3.157072699909358,7.1372240801281235,1.9653239164595033,4.083745613613416,1.407014609825046,1747715.15060481,14.373819864598728,953.3092172,6.859939318182467
J07,65.8659368070122,4.187621415719065,11.8708950747237,2.474089612242317,8.291514389702073,2.1152326291468504,5.197437813695362,1.6481657760214767,1595308.05118125,14.28257741108965,1504.866545,7.316459498832563
J08,64.5161047214832,4.166914878239854,11.4047493879436,2.434029881618868,6.3025671881934775,1.8409570405853481,4.969182189913679,1.6032552772556707,1268330.87363677,14.053212321293953,861.3346555,6.7584831112564245
J09,88.7727516521843,4.4860797521461055,13.9837252686713,2.637894172601149,7.750178828404467,2.0477159177318747,4.344705688064737,1.4689580206498212,1783821.36440101,14.394268455046328,1014.818807,6.922465360269205
J10,88.2215510550463,4.479851276193585,16.8542664702179,2.824603827728197,11.699904267839704,2.4595806595343133,4.8687732973181594,1.5828420156972387,2403049.71157402,14.692249201801348,1108.55669,7.0108141689304775
