"","DateTime","Speed","Heading","Velocity_N","Velocity_E"
"1",2025-08-03 12:06:00,7.57,11.32,7.39666666666667,1.5
"2",2025-08-03 12:07:00,3.79,123.953333333333,3.67333333333333,0.223333333333333
"3",2025-08-03 12:08:00,2.11,22.53,1.94666666666667,0.806666666666667
"4",2025-08-03 12:09:00,1.59333333333333,124.813333333333,1.51,0.143333333333333
"5",2025-08-03 12:10:00,2.43666666666667,128.676666666667,2.34333333333333,0.62
"6",2025-08-03 12:11:00,7.39333333333333,146.356666666667,6.46666666666667,2.57666666666667
"7",2025-08-03 12:12:00,6.58666666666667,320.403333333333,5.19,-3.75333333333333
"8",2025-08-03 12:13:00,5.88666666666667,128.396666666667,5.41666666666667,1.54333333333333
"9",2025-08-03 12:14:00,8.60666666666667,332.82,7.52,-3.98333333333333
"10",2025-08-03 12:15:00,5.45666666666667,298.19,2.16,-4.20333333333333
"11",2025-08-03 12:16:00,7.33333333333333,289.536666666667,2.64666666666667,-6.68
"12",2025-08-03 12:17:00,7.39333333333333,249.196666666667,-2.50666666666667,-6.59666666666667
"13",2025-08-03 12:18:00,11.4333333333333,226.603333333333,-7.82666666666667,-8.30333333333333
"14",2025-08-03 12:19:00,7.99666666666667,216.42,-6.42,-4.37333333333333
"15",2025-08-03 12:20:00,4.55666666666667,199.553333333333,-4.24333333333333,-1.52666666666667
"16",2025-08-03 12:21:00,5.98,226.036666666667,-4.06,-4.34333333333333
"17",2025-08-03 12:22:00,7.51333333333333,216.786666666667,-4.24,-5.49666666666667
"18",2025-08-03 12:23:00,2.14333333333333,315.586666666667,1.64666666666667,-0.726666666666667
"19",2025-08-03 12:24:00,6.82666666666667,221.543333333333,-4.96333333333333,-4.6
"20",2025-08-03 12:25:00,4.88666666666667,186.206666666667,-4.74333333333333,-0.48
"21",2025-08-03 12:26:00,6.16666666666667,217.883333333333,-4.73333333333333,-3.75333333333333
"22",2025-08-03 12:27:00,3.64666666666667,217.31,-2.69666666666667,-2.13
"23",2025-08-03 12:28:00,4.06333333333333,206.113333333333,-3.55333333333333,-1.09333333333333
"24",2025-08-03 12:29:00,4.13,202.213333333333,-3.68333333333333,-1.49
"25",2025-08-03 12:30:00,7.31333333333333,220.196666666667,-5.55333333333333,-4.61
"26",2025-08-03 12:31:00,2.72333333333333,221.06,-1.97,-1.74666666666667
"27",2025-08-03 12:32:00,4.05333333333333,186.543333333333,-3.92,-0.383333333333333
"28",2025-08-03 12:33:00,3.56333333333333,161.603333333333,-3.08,-1.77666666666667
"29",2025-08-03 12:34:00,2.83,212.103333333333,-2.03,-1.54333333333333
"30",2025-08-03 12:35:00,5.73333333333333,204.93,-5.2,-2.41
"31",2025-08-03 12:36:00,5.11333333333333,198.393333333333,-4.78,-1.57333333333333
"32",2025-08-03 12:37:00,6.19666666666667,231.88,-3.74,-4.93
"33",2025-08-03 12:38:00,7.7,254.736666666667,-2.21333333333333,-7.17666666666667
"34",2025-08-03 12:39:00,4.36,229.786666666667,-2.65333333333333,-3.24666666666667
"35",2025-08-03 12:40:00,3.79333333333333,184.483333333333,-3.76333333333333,-0.203333333333333
"36",2025-08-03 12:41:00,3.65666666666667,192.01,-3.49333333333333,-0.646666666666667
"37",2025-08-03 12:42:00,3.25666666666667,220.486666666667,-2.49,-1.87
"38",2025-08-03 12:43:00,2.75666666666667,227.98,-1.92666666666667,-1.55666666666667
"39",2025-08-03 12:44:00,3.14,296.916666666667,1.37666666666667,-2.75666666666667
"40",2025-08-03 12:45:00,0.966666666666667,226.36,-0.626666666666667,-0.696666666666667
"41",2025-08-03 12:46:00,4.56333333333333,276.95,1.2,-4.27
"42",2025-08-03 12:47:00,6.88666666666667,252.926666666667,-1.98333333333333,-6.53
"43",2025-08-03 12:48:00,5.85333333333333,183.633333333333,-5.84,-0.4
"44",2025-08-03 12:49:00,5.38666666666667,186.986666666667,-4.57,-0.833333333333333
"45",2025-08-03 12:50:00,2.56666666666667,235.88,-0.99,-1.72
"46",2025-08-03 12:51:00,7.19666666666667,259.956666666667,-1.39,-7.00333333333333
"47",2025-08-03 12:52:00,4.04333333333333,246.556666666667,-1.20666666666667,-3.58
"48",2025-08-03 12:53:00,3.46333333333333,283.77,0.873333333333333,-3.27
"49",2025-08-03 12:54:00,9.69333333333333,301.256666666667,4.78666666666667,-8.16
"50",2025-08-03 12:55:00,10.9733333333333,290.503333333333,3.88333333333333,-10.2333333333333
"51",2025-08-03 12:56:00,11.0466666666667,297.776666666667,5.18333333333333,-9.73666666666667
"52",2025-08-03 12:57:00,8.72,270.84,0.28,-8.51333333333333
