date,species,sample_ID,frag_ID,run_block,SA_cm2,chamber_channel,temp_c_level,temp_c_value,PR,Values,id_block,full_ID,outlier_run,outlier_block,outlier_ids,outlier_any,full_species
2025-08-01,Ahya,J01_TPC,J01,RUN1,16.22929921,7,1,24.5,NetPhoto,0.5784558628076567,J01_TPC RUN1 NetPhoto,J01_TPC RUN1 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-01,Ahya,J01_TPC,J01,RUN1,16.22929921,7,1,24.5,GrossPhoto,0.8900821686145824,J01_TPC RUN1 GrossPhoto,J01_TPC RUN1 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-01,Tfro,I01_TPC,I01,RUN1,26.20193602,8,1,24.5,Respiration,0.42006846705664547,I01_TPC RUN1 Respiration,I01_TPC RUN1 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-01,Tfro,I01_TPC,I01,RUN1,26.20193602,8,1,24.5,NetPhoto,0.42047825851959064,I01_TPC RUN1 NetPhoto,I01_TPC RUN1 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-01,Tfro,I01_TPC,I01,RUN1,26.20193602,8,1,24.5,GrossPhoto,0.8405467255762361,I01_TPC RUN1 GrossPhoto,I01_TPC RUN1 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-01,Maeq,H01_TPC,H01,RUN1,32.84078989,11,1,24.5,Respiration,0.419033008782943,H01_TPC RUN1 Respiration,H01_TPC RUN1 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-01,Maeq,H01_TPC,H01,RUN1,32.84078989,11,1,24.5,NetPhoto,0.3877895414467652,H01_TPC RUN1 NetPhoto,H01_TPC RUN1 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-01,Maeq,H01_TPC,H01,RUN1,32.84078989,11,1,24.5,GrossPhoto,0.8068225502297082,H01_TPC RUN1 GrossPhoto,H01_TPC RUN1 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-01,Prus,D01_TPC,D01,RUN1,28.54674986,12,1,24.5,Respiration,0.3621929078860696,D01_TPC RUN1 Respiration,D01_TPC RUN1 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-01,Prus,D01_TPC,D01,RUN1,28.54674986,12,1,24.5,NetPhoto,0.865701221669624,D01_TPC RUN1 NetPhoto,D01_TPC RUN1 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-01,Prus,D01_TPC,D01,RUN1,28.54674986,12,1,24.5,GrossPhoto,1.2278941295556935,D01_TPC RUN1 GrossPhoto,D01_TPC RUN1 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-02,Elam,G02_TPC,G02,RUN2,16.88329491,1,1,24.5,Respiration,0.3981978066722897,G02_TPC RUN2 Respiration,G02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-02,Elam,G02_TPC,G02,RUN2,16.88329491,1,1,24.5,NetPhoto,0.92981279690949,G02_TPC RUN2 NetPhoto,G02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-02,Elam,G02_TPC,G02,RUN2,16.88329491,1,1,24.5,GrossPhoto,1.3280106035817796,G02_TPC RUN2 GrossPhoto,G02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-02,Peyd,E02_TPC,E02,RUN2,34.41995023,2,1,24.5,Respiration,0.35760761844538397,E02_TPC RUN2 Respiration,E02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-02,Peyd,E02_TPC,E02,RUN2,34.41995023,2,1,24.5,NetPhoto,0.812525899293145,E02_TPC RUN2 NetPhoto,E02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-02,Peyd,E02_TPC,E02,RUN2,34.41995023,2,1,24.5,GrossPhoto,1.170133517738529,E02_TPC RUN2 GrossPhoto,E02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-02,Prus,D02_TPC,D02,RUN2,18.28699298,4,1,24.5,Respiration,0.4469469730440467,D02_TPC RUN2 Respiration,D02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-02,Prus,D02_TPC,D02,RUN2,18.28699298,4,1,24.5,NetPhoto,0.8526773159607326,D02_TPC RUN2 NetPhoto,D02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-02,Prus,D02_TPC,D02,RUN2,18.28699298,4,1,24.5,GrossPhoto,1.299624289004779,D02_TPC RUN2 GrossPhoto,D02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-02,Tfro,I02_TPC,I02,RUN2,24.37074807,6,1,24.5,Respiration,0.4061362248620654,I02_TPC RUN2 Respiration,I02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-02,Tfro,I02_TPC,I02,RUN2,24.37074807,6,1,24.5,NetPhoto,0.5973524995731486,I02_TPC RUN2 NetPhoto,I02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-02,Tfro,I02_TPC,I02,RUN2,24.37074807,6,1,24.5,GrossPhoto,1.003488724435214,I02_TPC RUN2 GrossPhoto,I02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-02,Fcom,C02_TPC,C02,RUN2,24.72805304,8,1,24.5,Respiration,0.5004208201344535,C02_TPC RUN2 Respiration,C02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-02,Fcom,C02_TPC,C02,RUN2,24.72805304,8,1,24.5,NetPhoto,0.755980792644236,C02_TPC RUN2 NetPhoto,C02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-02,Fcom,C02_TPC,C02,RUN2,24.72805304,8,1,24.5,GrossPhoto,1.2564016127786894,C02_TPC RUN2 GrossPhoto,C02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-02,Ahya,J02_TPC,J02,RUN2,20.79769841,9,1,24.5,Respiration,0.27485190728166303,J02_TPC RUN2 Respiration,J02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-02,Ahya,J02_TPC,J02,RUN2,20.79769841,9,1,24.5,NetPhoto,0.5521294951867285,J02_TPC RUN2 NetPhoto,J02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-02,Ahya,J02_TPC,J02,RUN2,20.79769841,9,1,24.5,GrossPhoto,0.8269814024683915,J02_TPC RUN2 GrossPhoto,J02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-02,Maeq,H02_TPC,H02,RUN2,37.79520607,12,1,24.5,Respiration,0.18905655086938197,H02_TPC RUN2 Respiration,H02_TPC RUN2 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-02,Maeq,H02_TPC,H02,RUN2,37.79520607,12,1,24.5,NetPhoto,0.4839143166974688,H02_TPC RUN2 NetPhoto,H02_TPC RUN2 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-02,Maeq,H02_TPC,H02,RUN2,37.79520607,12,1,24.5,GrossPhoto,0.6729708675668508,H02_TPC RUN2 GrossPhoto,H02_TPC RUN2 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-03,Peyd,E03_TPC,E03,RUN3,37.62293403,1,1,24.5,Respiration,0.3663135919339822,E03_TPC RUN3 Respiration,E03_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-03,Peyd,E03_TPC,E03,RUN3,37.62293403,1,1,24.5,NetPhoto,0.6530165221611326,E03_TPC RUN3 NetPhoto,E03_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-03,Peyd,E03_TPC,E03,RUN3,37.62293403,1,1,24.5,GrossPhoto,1.0193301140951148,E03_TPC RUN3 GrossPhoto,E03_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-03,Tfro,I03_TPC,I03,RUN3,30.56935118,2,1,24.5,Respiration,0.1489126692347937,I03_TPC RUN3 Respiration,I03_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-03,Tfro,I03_TPC,I03,RUN3,30.56935118,2,1,24.5,NetPhoto,0.3882551325203898,I03_TPC RUN3 NetPhoto,I03_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-03,Tfro,I03_TPC,I03,RUN3,30.56935118,2,1,24.5,GrossPhoto,0.5371678017551835,I03_TPC RUN3 GrossPhoto,I03_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-03,Maeq,H04_TPC,H04,RUN3,41.64580512,4,1,24.5,Respiration,0.28235410316968623,H04_TPC RUN3 Respiration,H04_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-03,Maeq,H04_TPC,H04,RUN3,41.64580512,4,1,24.5,NetPhoto,0.5205754852122192,H04_TPC RUN3 NetPhoto,H04_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-03,Maeq,H04_TPC,H04,RUN3,41.64580512,4,1,24.5,GrossPhoto,0.8029295883819054,H04_TPC RUN3 GrossPhoto,H04_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-03,Ahya,J03_TPC,J03,RUN3,29.80688791,7,1,24.5,Respiration,0.2975623310545302,J03_TPC RUN3 Respiration,J03_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-03,Ahya,J03_TPC,J03,RUN3,29.80688791,7,1,24.5,NetPhoto,0.6569683431378669,J03_TPC RUN3 NetPhoto,J03_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-03,Ahya,J03_TPC,J03,RUN3,29.80688791,7,1,24.5,GrossPhoto,0.9545306741923972,J03_TPC RUN3 GrossPhoto,J03_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-03,Fcom,C03_TPC,C03,RUN3,26.45396363,9,1,24.5,Respiration,0.36049528378000206,C03_TPC RUN3 Respiration,C03_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-03,Fcom,C03_TPC,C03,RUN3,26.45396363,9,1,24.5,NetPhoto,1.0846973907776067,C03_TPC RUN3 NetPhoto,C03_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-03,Fcom,C03_TPC,C03,RUN3,26.45396363,9,1,24.5,GrossPhoto,1.445192674557609,C03_TPC RUN3 GrossPhoto,C03_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-03,Elam,G05_TPC,G05,RUN3,17.26931188,11,1,24.5,Respiration,0.37492638857396954,G05_TPC RUN3 Respiration,G05_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-03,Elam,G05_TPC,G05,RUN3,17.26931188,11,1,24.5,NetPhoto,0.8412760982177265,G05_TPC RUN3 NetPhoto,G05_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-03,Elam,G05_TPC,G05,RUN3,17.26931188,11,1,24.5,GrossPhoto,1.216202486791696,G05_TPC RUN3 GrossPhoto,G05_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-03,Prus,D03_TPC,D03,RUN3,17.32354567,12,1,24.5,Respiration,0.4263165212209048,D03_TPC RUN3 Respiration,D03_TPC RUN3 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-03,Prus,D03_TPC,D03,RUN3,17.32354567,12,1,24.5,NetPhoto,0.6140750279846199,D03_TPC RUN3 NetPhoto,D03_TPC RUN3 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-03,Prus,D03_TPC,D03,RUN3,17.32354567,12,1,24.5,GrossPhoto,1.040391549205525,D03_TPC RUN3 GrossPhoto,D03_TPC RUN3 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-09,Peyd,E07_TPC,E07,RUN5,18.03177515,3,1,24.5,Respiration,0.3996104338800976,E07_TPC RUN5 Respiration,E07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-09,Peyd,E07_TPC,E07,RUN5,18.03177515,3,1,24.5,NetPhoto,0.8239253190767214,E07_TPC RUN5 NetPhoto,E07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-09,Peyd,E07_TPC,E07,RUN5,18.03177515,3,1,24.5,GrossPhoto,1.223535752956819,E07_TPC RUN5 GrossPhoto,E07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-09,Ahya,J07_TPC,J07,RUN5,16.49727793,4,1,24.5,Respiration,0.30964002421046916,J07_TPC RUN5 Respiration,J07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-09,Ahya,J07_TPC,J07,RUN5,16.49727793,4,1,24.5,NetPhoto,0.6888435362925293,J07_TPC RUN5 NetPhoto,J07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-09,Ahya,J07_TPC,J07,RUN5,16.49727793,4,1,24.5,GrossPhoto,0.9984835605029984,J07_TPC RUN5 GrossPhoto,J07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-09,Fcom,C07_TPC,C07,RUN5,12.85404337,5,1,24.5,Respiration,0.4180262707377652,C07_TPC RUN5 Respiration,C07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-09,Fcom,C07_TPC,C07,RUN5,12.85404337,5,1,24.5,NetPhoto,1.1197889171214306,C07_TPC RUN5 NetPhoto,C07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-09,Fcom,C07_TPC,C07,RUN5,12.85404337,5,1,24.5,GrossPhoto,1.537815187859196,C07_TPC RUN5 GrossPhoto,C07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-09,Prus,D07_TPC,D07,RUN5,13.26877235,8,1,24.5,Respiration,0.3976225416031331,D07_TPC RUN5 Respiration,D07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-09,Prus,D07_TPC,D07,RUN5,13.26877235,8,1,24.5,NetPhoto,0.8957472436731789,D07_TPC RUN5 NetPhoto,D07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-09,Prus,D07_TPC,D07,RUN5,13.26877235,8,1,24.5,GrossPhoto,1.293369785276312,D07_TPC RUN5 GrossPhoto,D07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-09,Tfro,I07_TPC,I07,RUN5,10.84739316,9,1,24.5,Respiration,0.4776373785833163,I07_TPC RUN5 Respiration,I07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-09,Tfro,I07_TPC,I07,RUN5,10.84739316,9,1,24.5,NetPhoto,0.6287243565906195,I07_TPC RUN5 NetPhoto,I07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-09,Tfro,I07_TPC,I07,RUN5,10.84739316,9,1,24.5,GrossPhoto,1.106361735173936,I07_TPC RUN5 GrossPhoto,I07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-09,Elam,G07_TPC,G07,RUN5,20.22026807,10,1,24.5,Respiration,0.2575958699673903,G07_TPC RUN5 Respiration,G07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-09,Elam,G07_TPC,G07,RUN5,20.22026807,10,1,24.5,NetPhoto,0.6913682814226336,G07_TPC RUN5 NetPhoto,G07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-09,Elam,G07_TPC,G07,RUN5,20.22026807,10,1,24.5,GrossPhoto,0.948964151390024,G07_TPC RUN5 GrossPhoto,G07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-09,Maeq,H07_TPC,H07,RUN5,19.99695246,11,1,24.5,Respiration,0.25899345531439477,H07_TPC RUN5 Respiration,H07_TPC RUN5 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-09,Maeq,H07_TPC,H07,RUN5,19.99695246,11,1,24.5,NetPhoto,0.6520520913538226,H07_TPC RUN5 NetPhoto,H07_TPC RUN5 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-09,Maeq,H07_TPC,H07,RUN5,19.99695246,11,1,24.5,GrossPhoto,0.9110455466682174,H07_TPC RUN5 GrossPhoto,H07_TPC RUN5 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-10,Maeq,H08_TPC,H08,RUN6,15.57211329,2,1,24.5,Respiration,0.27497885427333935,H08_TPC RUN6 Respiration,H08_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-10,Maeq,H08_TPC,H08,RUN6,15.57211329,2,1,24.5,NetPhoto,0.3388793366005324,H08_TPC RUN6 NetPhoto,H08_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-10,Maeq,H08_TPC,H08,RUN6,15.57211329,2,1,24.5,GrossPhoto,0.6138581908738717,H08_TPC RUN6 GrossPhoto,H08_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Montipora aequituberculata
2025-08-10,Peyd,E08_TPC,E08,RUN6,30.03020351,5,1,24.5,Respiration,0.36989463281929846,E08_TPC RUN6 Respiration,E08_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-10,Peyd,E08_TPC,E08,RUN6,30.03020351,5,1,24.5,NetPhoto,0.7907626306690728,E08_TPC RUN6 NetPhoto,E08_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-10,Peyd,E08_TPC,E08,RUN6,30.03020351,5,1,24.5,GrossPhoto,1.1606572634883712,E08_TPC RUN6 GrossPhoto,E08_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-10,Prus,D04_TPC,D04,RUN6,15.43174348,6,1,24.5,Respiration,0.3202371859843309,D04_TPC RUN6 Respiration,D04_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-10,Prus,D04_TPC,D04,RUN6,15.43174348,6,1,24.5,NetPhoto,1.283339518408533,D04_TPC RUN6 NetPhoto,D04_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-10,Prus,D04_TPC,D04,RUN6,15.43174348,6,1,24.5,GrossPhoto,1.603576704392864,D04_TPC RUN6 GrossPhoto,D04_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Porites rus
2025-08-10,Ahya,J08_TPC,J08,RUN6,15.59444485,7,1,24.5,Respiration,0.20157382584500505,J08_TPC RUN6 Respiration,J08_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-10,Ahya,J08_TPC,J08,RUN6,15.59444485,7,1,24.5,NetPhoto,0.6336763445449206,J08_TPC RUN6 NetPhoto,J08_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-10,Ahya,J08_TPC,J08,RUN6,15.59444485,7,1,24.5,GrossPhoto,0.8352501703899257,J08_TPC RUN6 GrossPhoto,J08_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Acropora hyacinthus
2025-08-10,Tfro,I08_TPC,I08,RUN6,7.194587934,10,1,24.5,Respiration,0.4133738265799856,I08_TPC RUN6 Respiration,I08_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-10,Tfro,I08_TPC,I08,RUN6,7.194587934,10,1,24.5,NetPhoto,1.205653257912749,I08_TPC RUN6 NetPhoto,I08_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-10,Tfro,I08_TPC,I08,RUN6,7.194587934,10,1,24.5,GrossPhoto,1.6190270844927346,I08_TPC RUN6 GrossPhoto,I08_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Turbinaria frondens
2025-08-10,Elam,G08_TPC,G08,RUN6,22.74054416,12,1,24.5,Respiration,0.2842930894330874,G08_TPC RUN6 Respiration,G08_TPC RUN6 24.5 Respiration,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-10,Elam,G08_TPC,G08,RUN6,22.74054416,12,1,24.5,NetPhoto,0.7672164666620876,G08_TPC RUN6 NetPhoto,G08_TPC RUN6 24.5 NetPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-10,Elam,G08_TPC,G08,RUN6,22.74054416,12,1,24.5,GrossPhoto,1.051509556095175,G08_TPC RUN6 GrossPhoto,G08_TPC RUN6 24.5 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-01,Elam,G01_TPC,G01,RUN1,20.38296944,2,2,26,Respiration,0.393421826899611,G01_TPC RUN1 Respiration,G01_TPC RUN1 26 Respiration,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-01,Elam,G01_TPC,G01,RUN1,20.38296944,2,2,26,NetPhoto,0.974627297564104,G01_TPC RUN1 NetPhoto,G01_TPC RUN1 26 NetPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-01,Elam,G01_TPC,G01,RUN1,20.38296944,2,2,26,GrossPhoto,1.368049124463715,G01_TPC RUN1 GrossPhoto,G01_TPC RUN1 26 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Echinopora lamellosa
2025-08-01,Fcom,C01_TPC,C01,RUN1,23.69761104,3,2,26,Respiration,0.36824439378191925,C01_TPC RUN1 Respiration,C01_TPC RUN1 26 Respiration,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-01,Fcom,C01_TPC,C01,RUN1,23.69761104,3,2,26,NetPhoto,0.7971335657589622,C01_TPC RUN1 NetPhoto,C01_TPC RUN1 26 NetPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-01,Fcom,C01_TPC,C01,RUN1,23.69761104,3,2,26,GrossPhoto,1.1653779595408815,C01_TPC RUN1 GrossPhoto,C01_TPC RUN1 26 GrossPhoto,FALSE,FALSE,FALSE,FALSE,Favites complanata
2025-08-01,Peyd,E01_TPC,E01,RUN1,33.93822657,5,2,26,Respiration,0.4051088388833553,E01_TPC RUN1 Respiration,E01_TPC RUN1 26 Respiration,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
2025-08-01,Peyd,E01_TPC,E01,RUN1,33.93822657,5,2,26,NetPhoto,0.6701921481145806,E01_TPC RUN1 NetPhoto,E01_TPC RUN1 26 NetPhoto,FALSE,FALSE,FALSE,FALSE,Pocillopora eydouxi
