R_26,frag_ID,R_29,R_32,NP_26,NP_29,NP_32,GP_26,GP_29,GP_32,NPR_26,NPR_29,NPR_32,np_rmax,np_topt,ctmin,ctmax,np_e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness,sample_ID,species_ID,weight_g,volume_mL,full_species,species,blastate_vol_mL,morphology,stress,bvi,life_history,perf_imperf,SA_cm2,dw_mg_cm2,dw_log,afdw_mg_cm2,afdw_log,chla_ug_cm2_mean,chla_log,chla_pg_sym,chla_sym_log,sym_cm2,sym_log,prot_ug_cm2,prot_log,gp_rmax,gp_topt,gp_e,r_rmax,r_topt,r_e
0.393421826899611,G01,0.5084700225114653,0.6526234612117153,0.974627297564104,0.9780933969327652,0.7718300088721922,1.368049124463715,1.4865634194442308,1.4244534700839075,2.4773086568295524,1.9236009078798944,1.1826574659745577,1.01,28.86,0.17,42.26,0.82,0.72,2.88,13.41,42.09,7.5,0.1,G01_TPC,G,1,460,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,48.33251233,45.5697395774088,3.819243890478,10.3105199649226,2.333164729824342,6.134860400757515,1.8139873233412336,4.2409518373650705,1.4447877339943611,1446576.29608195,14.184710147311144,707.0974201,6.56116845003898,1.52,29.99,0.45,0.63,34,0.49
0.36824439378191925,C01,0.5001991052857744,0.5415845259007106,0.7971335657589622,0.8946959982550973,0.7227624420863192,1.1653779595408815,1.3948951035408717,1.2643469679870298,2.164686222571629,1.7886797253344515,1.334533036896302,0.88,29.49,-15.97,40.03,0.33,0.98,1.53,10.54,55.99,8.11,-0.65,C01_TPC,C,1,462,Favites complanata,Fcom,50,massive/sub,tolerant,2,tolerant,imperforate,47.1170374,46.656866701329,3.8428201126310273,9.23232919563825,2.2227113672364047,6.869118467475826,1.9270357817675217,5.320315261431606,1.671532561265363,1291111.17103753,14.07101377846643,637.3753979,6.457358803654396,1.37,30.35,0.37,NA,NA,NA
0.28648071643599105,F01,0.34465799781329925,0.4122033677025506,0.7629813333670189,0.8896653868856603,0.6814943536429708,1.0494620498030098,1.2343233846989596,1.0936977213455217,2.6632903703223367,2.581299121245377,1.6532964236593597,0.89,29.2,-6.19,41.61,0.42,0.92,1.72,12.41,47.8,7.98,-0.5,F01_TPC,F,1,464,Pachyseris rugosa,Prug,50,massive/sub,tolerant,3.5,generalist,imperforate,29.4719145,77.927298094824,4.355776316329538,17.5308145206063,2.8639601622351276,5.372814723327008,1.681351928242589,5.828728938045444,1.762798955673937,921781.537696395,13.734063530532923,957.5117172,6.864337958264521,1.24,29.89,0.42,NA,NA,NA
0.4051088388833553,E01,0.5229133243999975,0.623878921892234,0.6701921481145806,0.7436771422051729,0.5671339602662998,1.0753009869979355,1.2665904666051704,1.191012882158534,1.6543508405343677,1.422180517313237,0.9090449129875618,0.72,29.15,-12.59,43.43,0.36,0.7,1.6,14.28,56.02,8.46,-0.33,E01_TPC,E,1,460,Pocillopora eydouxi,Peyd,50,branch/tabular,sensitive,4.5,competitive,imperforate,37.14759082,57.5856097110598,4.053272705083569,12.9214301494236,2.5588871849083183,7.481003787088495,2.012366979117715,3.5214521766289377,1.258873454713254,2124408.74158058,14.569004082368734,NA,NA,1.28,30.84,0.38,NA,NA,NA
0.3546448859578726,J01,0.4723570075796484,0.5580985396447352,0.7740339257944562,0.7363309664174746,0.6415898316831526,1.1286788117523288,1.208687973997123,1.199688371327888,2.182560517414036,1.55884416786876,1.1495995529598857,0.78,28.98,-3.72,42.12,0.47,0.72,1.83,13.14,45.84,7.83,-0.26,J01_TPC,J,1,465,Acropora hyacinthus,Ahya,50,branch/tabular,sensitive,5,competitive,perforate,31.07978685,67.5948436671255,4.213531703026144,11.4222147569201,2.4355601221075975,5.654363374461309,1.732427525770343,3.95654202890891,1.3753704187603195,1429117.48014986,14.1725676649743,806.8990414,6.693198556850285,1.26,30.26,0.45,NA,NA,NA
0.4434789079457146,I01,0.5804864078847464,0.6943758861307243,0.553905030981618,0.525178240279445,0.3859741565304875,0.9973839389273328,1.1056646481641914,1.0803500426612118,1.2489997180416537,0.9047209945761856,0.5558576618800144,0.55,28.57,-3.14,41.88,0.68,0.77,2.39,13.3,45.01,7.39,-0.1,I01_TPC,I,1,468,Turbinaria frondens,Tfro,50,plating,sensitive,3.5,generalist,imperforate,23.28607228,99.0935685612327,4.596064540756006,22.0446508608594,3.0930699811185702,7.1927598929776835,1.9730749496771185,3.694657207953607,1.306887778230177,1946800.3357642,14.481697729411218,2054.641194,7.627856510225872,1.15,30.56,0.38,NA,NA,NA
0.3920605738038233,B01,0.5194369260725754,0.6215840053875579,0.7297671709038829,0.8282776272357654,0.7181470962584748,1.1218277447077063,1.3477145533083408,1.3397311016460327,1.861363318998352,1.5945682443069882,1.1553500251518052,0.81,29.76,-16.59,39.32,0.32,1.12,1.5,9.56,55.91,8.19,-0.8,B01_TPC,B,1,462,Montipora vietnamensis,Mvie,50,branch/tabular,tolerant,4.5,weedy,perforate,21.54102035,110.100015140029,4.701389181240241,25.5326809530635,3.2399592376109094,9.058368599861511,2.2036890376005647,5.420180620761607,1.690129139760059,1671230.02601871,14.329070455804782,1362.12089,7.216798241948275,1.38,30.73,0.46,NA,NA,NA
0.4452961083678339,H01,0.5910529147151707,0.6526089038389746,0.4547051506480858,0.3851265483867898,0.3267374945278465,0.9000012590159198,0.9761794631019604,0.9793463983668212,1.021129855176007,0.6515940261835657,0.5006635560836081,0.42,27.4,-Inf,39.04,0.31,0.61,1.49,11.65,Inf,7.58,-0.3,H01_TPC,H,1,461,Montipora aequituberculata,Maeq,50,plating,sensitive,3.5,competitive,perforate,42.66667645,53.3788940103864,3.977415424585757,11.0937474562385,2.406381657378852,4.172394509832274,1.4284900939891407,1.922832114197336,0.6537991586858674,2169921.37744381,14.590201493267548,838.2676232,6.731337408924923,1.01,30.09,0.29,0.63,31.87,0.48
0.43323310953830263,D01,0.5229635525385153,0.6902328005987786,0.8614638856030709,0.8421777267129851,0.6562021380389175,1.2946969951413734,1.3651412792515003,1.346434938637696,1.9884534829785625,1.6103946874021593,0.9506968336909816,0.88,27.59,-Inf,41.54,0.01,0.55,NA,13.94,Inf,7.82,-0.54,D01_TPC,D,1,460,Porites rus,Prus,50,massive/sub,tolerant,3,weedy,perforate,22.68312015,98.4212041922284,4.589256270602044,23.4388683369323,3.154395684402223,8.950465466192716,2.1917055383302606,7.165570008285014,1.969287612656666,1249093.29695251,14.037928483637872,671.9090225,6.510122948173495,1.44,30.34,0.27,NA,NA,NA
0.46050432376759326,G02,0.5592256976821104,0.6564388752127396,1.0151332940925664,1.056995549672971,0.856527412940286,1.4756376178601596,1.6162212473550814,1.5129662881530257,2.2043947074965633,1.8901054691406831,1.304809092335827,1.06,28.12,-19.27,43.61,0.35,0.65,1.56,15.49,62.88,7.82,-0.31,G02_TPC,G,1,461,Echinopora lamellosa,Elam,50,massive/sub,tolerant,3.5,generalist,imperforate,32.29207155,66.3475552097246,4.194906913222558,15.6385135966912,2.749736692025982,7.420413275775889,2.0042347531721587,4.032883867016966,1.3944817197952404,1839976.92977571,14.42526359134119,872.1934968,6.771011299292816,1.63,29.86,0.32,0.66,33.17,0.53
