sample_ID,Intercept,umol.L.sec,Temp.C,temp_c_level,temp_c_value,run_block,light_dark
F04_TPC,216.75171265771266,-0.14932967032967048,28.11256862745098,4,28,RUN2,DARK
D02_TPC,212.4014162085977,-0.15188005637773205,28.100372549019607,4,28,RUN2,DARK
A02_TPC,212.29628676768505,-0.1741054209545435,28.037098039215685,4,28,RUN2,DARK
I02_TPC,219.27752766531702,-0.17572186234817666,28.043549019607845,4,28,RUN2,DARK
BLANK2_Run2_TPC,194.98314769230768,-0.019083846153846933,28.107,4,28,RUN2,DARK
C02_TPC,226.49112704286162,-0.2064346592661122,28.083039215686274,4,28,RUN2,DARK
J02_TPC,214.639623003392,-0.1131505396238059,27.98727450980392,4,28,RUN2,DARK
B02_TPC,208.24701318223885,-0.1017698889916766,28.077196078431374,4,28,RUN2,DARK
BLANK1_Run2_TPC,192.6869099099099,-0.017434803224276457,28.05627450980392,4,28,RUN2,DARK
H02_TPC,219.79943902439032,-0.11785627177700445,28.01149019607843,4,28,RUN2,DARK
G02_TPC,203.97089070649588,0.19298458985301198,28.19537037037037,4,28,RUN2,LIGHT
E02_TPC,209.82122782258054,0.3126642228739033,28.10835185185185,4,28,RUN2,LIGHT
F04_TPC,202.50355884425656,0.223548273431994,28.15751851851852,4,28,RUN2,LIGHT
D02_TPC,202.67124446793517,0.16396497533474286,28.14348148148148,4,28,RUN2,LIGHT
A02_TPC,203.26214632653068,0.1496215306122443,28.081907407407407,4,28,RUN2,LIGHT
I02_TPC,207.3537201201199,0.1943549549549577,28.077574074074075,4,28,RUN2,LIGHT
BLANK2_Run2_TPC,196.01812681436192,-0.018320244461418975,28.158555555555555,4,28,RUN2,LIGHT
C02_TPC,210.00469125416132,0.27655042336083285,28.127574074074076,4,28,RUN2,LIGHT
J02_TPC,205.30041939081931,0.1591831402831414,28.037814814814816,4,28,RUN2,LIGHT
B02_TPC,199.50159513742065,0.1473775898520089,28.13401851851852,4,28,RUN2,LIGHT
BLANK1_Run2_TPC,193.59923095684798,-0.014531332082551347,28.1007962962963,4,28,RUN2,LIGHT
H02_TPC,204.59988956984276,0.23085256706752924,28.06148148148148,4,28,RUN2,LIGHT
G02_TPC,207.8371033613444,-0.13113193277310797,29.07624074074074,5,29,RUN2,DARK
E02_TPC,216.80143023255832,-0.21653805496828946,28.994740740740742,5,29,RUN2,DARK
F04_TPC,207.3070419812746,-0.15153760193295152,29.06348148148148,5,29,RUN2,DARK
D02_TPC,203.70220669683255,-0.166049049773755,29.01035185185185,5,29,RUN2,DARK
A02_TPC,201.77796254148868,-0.17497344713133983,28.950907407407406,5,29,RUN2,DARK
I02_TPC,209.24427649459793,-0.17866794717887258,28.967648148148147,5,29,RUN2,DARK
BLANK2_Run2_TPC,190.06372398190047,-0.01901208059421155,29.037055555555554,5,29,RUN2,DARK
C02_TPC,213.6941955000946,-0.1972813386273405,28.99112962962963,5,29,RUN2,DARK
J02_TPC,204.56898517952632,-0.12089365928189426,28.904444444444444,5,29,RUN2,DARK
B02_TPC,200.29044843391898,-0.11257509549274183,29.015574074074074,5,29,RUN2,DARK
BLANK1_Run2_TPC,187.90365546218473,-0.017296358543416063,28.95312962962963,5,29,RUN2,DARK
H02_TPC,210.13376484983309,-0.13639911012235725,28.900203703703703,5,29,RUN2,DARK
G02_TPC,196.32372198731505,0.18933086680761127,29.15859259259259,5,29,RUN2,LIGHT
E02_TPC,197.5938318318316,0.3213693693693723,29.06390740740741,5,29,RUN2,LIGHT
F04_TPC,193.63374004192875,0.21493920335429717,29.14911111111111,5,29,RUN2,LIGHT
D02_TPC,193.10663681776126,0.18154973789700993,29.075314814814814,5,29,RUN2,LIGHT
A02_TPC,193.7835695107832,0.1258444420321304,29.020314814814814,5,29,RUN2,LIGHT
I02_TPC,197.59944830659535,0.19280080213903697,29.058740740740742,5,29,RUN2,LIGHT
BLANK2_Run2_TPC,191.38476215644818,-0.020613671599717987,29.117722222222223,5,29,RUN2,LIGHT
C02_TPC,197.78098991935485,0.25238709677419446,29.069388888888888,5,29,RUN2,LIGHT
J02_TPC,196.15268259109308,0.1415497975708512,28.983814814814814,5,29,RUN2,LIGHT
B02_TPC,191.48893153061218,0.14180602040816392,29.100833333333334,5,29,RUN2,LIGHT
BLANK1_Run2_TPC,188.99708261297744,-0.01429029434292691,29.04537037037037,5,29,RUN2,LIGHT
H02_TPC,194.74870877192984,0.20741417004048607,28.969944444444444,5,29,RUN2,LIGHT
G02_TPC,206.44565724489777,-0.14572275510203903,30.098823529411764,6,30,RUN2,DARK
E02_TPC,218.7944580369843,-0.24072907320275735,30.017450980392155,6,30,RUN2,DARK
F04_TPC,205.2635080213904,-0.17202540106951977,30.073313725490195,6,30,RUN2,DARK
D02_TPC,202.05352613240427,-0.18656968641115104,30.04421568627451,6,30,RUN2,DARK
A02_TPC,200.8695790679908,-0.1933427043544681,29.989607843137254,6,30,RUN2,DARK
I02_TPC,208.44558687683275,-0.19677914222873727,29.97749019607843,6,30,RUN2,DARK
BLANK2_Run2_TPC,187.09027211611934,-0.029723147440796408,30.030745098039215,6,30,RUN2,DARK
C02_TPC,213.4583322580646,-0.22890241935483932,30,6,30,RUN2,DARK
J02_TPC,202.52156592818935,-0.13967043544690397,29.89156862745098,6,30,RUN2,DARK
B02_TPC,197.47912241751467,-0.12413259327782948,29.976254901960782,6,30,RUN2,DARK
BLANK1_Run2_TPC,185.09071625911625,-0.023530501930501747,29.915686274509802,6,30,RUN2,DARK
H02_TPC,209.23903557312255,-0.14170750988142264,29.887235294117648,6,30,RUN2,DARK
G02_TPC,195.98809495798318,0.1722652661064422,30.12086274509804,6,30,RUN2,LIGHT
E02_TPC,201.04246167247385,0.3116691637630666,30.040372549019608,6,30,RUN2,LIGHT
F04_TPC,192.8629982578398,0.20610627177700291,30.07898039215686,6,30,RUN2,LIGHT
D02_TPC,193.43122885375504,0.15133003952569057,30.06180392156863,6,30,RUN2,LIGHT
A02_TPC,193.5936994570942,0.12096256381168487,29.998549019607843,6,30,RUN2,LIGHT
I02_TPC,198.61517173753668,0.16737756598240516,30.004803921568627,6,30,RUN2,LIGHT
BLANK2_Run2_TPC,188.26563797909418,-0.020111846689896663,30.063372549019608,6,30,RUN2,LIGHT
C02_TPC,198.02749244897944,0.25164275510204254,30.003627450980392,6,30,RUN2,LIGHT
J02_TPC,194.94954482758618,0.1315793103448282,29.88850980392157,6,30,RUN2,LIGHT
B02_TPC,189.43257387057392,0.13700488400488306,30.010431372549018,6,30,RUN2,LIGHT
BLANK1_Run2_TPC,186.46694577861163,-0.021737054409006144,29.954019607843136,6,30,RUN2,LIGHT
H02_TPC,195.2039248592871,0.21839333958724177,29.90264705882353,6,30,RUN2,LIGHT
G02_TPC,198.51292997045638,-0.14601323996060986,31.064254901960783,7,31,RUN2,DARK
E02_TPC,206.90640183346068,-0.24434087089381162,30.97835294117647,7,31,RUN2,DARK
F04_TPC,199.25306199480892,-0.17604493882091057,31.069294117647058,7,31,RUN2,DARK
D02_TPC,192.4443839037929,-0.19668547641073192,31.039549019607843,7,31,RUN2,DARK
A02_TPC,193.9208869565218,-0.18549842738205402,30.995666666666665,7,31,RUN2,DARK
I02_TPC,200.6815483870967,-0.19094153225806332,30.993372549019607,7,31,RUN2,DARK
BLANK2_Run2_TPC,179.84494252873554,-0.023434318555006446,31.050509803921567,7,31,RUN2,DARK
C02_TPC,206.24228307692306,-0.23053128205128204,31.030176470588234,7,31,RUN2,DARK
J02_TPC,193.18507854406116,-0.13884838533114,30.906823529411763,7,31,RUN2,DARK
B02_TPC,190.98210155195676,-0.13028036437246857,31.018078431372547,7,31,RUN2,DARK
BLANK1_Run2_TPC,178.4704873563218,-0.02090344827586074,30.911882352941177,7,31,RUN2,DARK
H02_TPC,201.32191778656124,-0.14043992094861674,30.88045098039216,7,31,RUN2,DARK
G02_TPC,189.25718351213985,0.16163862224732145,31.075823529411764,7,31,RUN2,LIGHT
E02_TPC,192.5555661450924,0.2531993835941213,30.976960784313725,7,31,RUN2,LIGHT
F04_TPC,187.84043924047214,0.19315233773600143,31.073509803921567,7,31,RUN2,LIGHT
D02_TPC,186.1392165505227,0.1194367595818807,31.02870588235294,7,31,RUN2,LIGHT
A02_TPC,186.97065873015865,0.1246343732895477,31.009666666666668,7,31,RUN2,LIGHT
I02_TPC,190.2889482437903,0.1702010066746912,30.996254901960786,7,31,RUN2,LIGHT
BLANK2_Run2_TPC,181.85950993657514,-0.03398646934460986,31.07501960784314,7,31,RUN2,LIGHT
C02_TPC,191.78867244897967,0.25222295918367293,31.033372549019607,7,31,RUN2,LIGHT
J02_TPC,187.98428159420314,0.09669434782608295,30.891549019607844,7,31,RUN2,LIGHT
B02_TPC,184.38551298701296,0.1107404107520394,31.010607843137254,7,31,RUN2,LIGHT
BLANK1_Run2_TPC,180.2914849545901,-0.02823788160630165,30.922313725490195,7,31,RUN2,LIGHT
H02_TPC,190.96600474158373,0.1608089141773348,30.88964705882353,7,31,RUN2,LIGHT
G02_TPC,192.44217421602778,-0.15697155822056413,32.19466666666666,8,32,RUN2,DARK
E02_TPC,198.4144482176359,-0.27121013133208105,32.16027450980392,8,32,RUN2,DARK
F04_TPC,191.59813311086387,-0.1876680756395983,32.20786274509804,8,32,RUN2,DARK
D02_TPC,188.6491850844277,-0.20765600375234425,32.14490196078432,8,32,RUN2,DARK
A02_TPC,187.82891732192414,-0.20894808048103644,32.133941176470586,8,32,RUN2,DARK
I02_TPC,195.11626078173023,-0.20332845849802267,32.096372549019605,8,32,RUN2,DARK
BLANK2_Run2_TPC,172.80090969387766,-0.03213724489796023,32.1116862745098,8,32,RUN2,DARK
C02_TPC,200.97457123034224,-0.23932967160036955,32.17592156862745,8,32,RUN2,DARK
J02_TPC,185.49813692067752,-0.14732252673797047,32.01378431372549,8,32,RUN2,DARK
B02_TPC,183.42208689839575,-0.13932152406417206,32.03217647058823,8,32,RUN2,DARK
BLANK1_Run2_TPC,172.74391306620205,-0.030736411149825546,32.14786274509804,8,32,RUN2,DARK
H02_TPC,191.62481417624522,-0.12194389709906898,32.020039215686275,8,32,RUN2,DARK
G02_TPC,184.76413685694146,0.14315278365045855,32.009537037037035,8,32,RUN2,LIGHT
E02_TPC,186.1708009842236,0.2160489036039932,31.95685185185185,8,32,RUN2,LIGHT
F04_TPC,182.58338427419363,0.15391653225806368,32.04138888888889,8,32,RUN2,LIGHT
D02_TPC,182.55226491228066,0.11890020242915028,31.94822222222222,8,32,RUN2,LIGHT
A02_TPC,182.84210780141845,0.09633573851372185,31.94025925925926,8,32,RUN2,LIGHT
I02_TPC,186.48708636977054,0.15554251012145795,31.918407407407408,8,32,RUN2,LIGHT
BLANK2_Run2_TPC,175.00993960863696,-0.03596457489878534,31.957296296296295,8,32,RUN2,LIGHT
C02_TPC,187.55654277660335,0.22901472868216957,31.966574074074074,8,32,RUN2,LIGHT
J02_TPC,181.9305057092666,0.07159802371541454,31.836648148148146,8,32,RUN2,LIGHT
B02_TPC,178.1273974358975,0.0946477411477399,31.89874074074074,8,32,RUN2,LIGHT
BLANK1_Run2_TPC,174.94609549549557,-0.034857528957529214,31.899555555555555,8,32,RUN2,LIGHT
H02_TPC,181.81877452788757,0.1526453227931488,31.836944444444445,8,32,RUN2,LIGHT
G02_TPC,181.23803366524433,-0.14673162636320738,34.13798039215686,9,34,RUN2,DARK
E02_TPC,189.90317377904222,-0.2671993835941204,34.07678431372549,9,34,RUN2,DARK
F04_TPC,175.33533098982426,-0.19417866173296355,34.10441176470589,9,34,RUN2,DARK
D02_TPC,175.70170431683317,-0.21180894485453827,34.11788235294117,9,34,RUN2,DARK
A02_TPC,180.4384229419704,-0.18017267206477852,34.05527450980392,9,34,RUN2,DARK
I02_TPC,184.84514421624897,-0.198778767743885,34.04758823529412,9,34,RUN2,DARK
BLANK2_Run2_TPC,166.53303347427763,-0.023038407329104987,34.195627450980396,9,34,RUN2,DARK
C02_TPC,188.91885637891517,-0.24924354469060236,34.24174509803922,9,34,RUN2,DARK
J02_TPC,176.42031242120873,-0.1444367074527249,34.078529411764706,9,34,RUN2,DARK
B02_TPC,172.9800104529617,-0.134952613240418,34.097470588235296,9,34,RUN2,DARK
BLANK1_Run2_TPC,164.7713142152328,-0.02221695960530349,34.14672549019608,9,34,RUN2,DARK
H02_TPC,181.9408300689355,-0.13995721632563954,33.973882352941175,9,34,RUN2,DARK
G02_TPC,175.8076194331983,0.09982550607287535,34.1132962962963,9,34,RUN2,LIGHT
E02_TPC,178.11683001850142,0.19970143385753844,34.070537037037035,9,34,RUN2,LIGHT
F04_TPC,171.63087168597167,0.07162908622908706,34.09938888888889,9,34,RUN2,LIGHT
D02_TPC,173.05215487804887,0.060831184668988146,34.08625925925926,9,34,RUN2,LIGHT
A02_TPC,174.50810480217461,0.1072760495318633,34.06590740740741,9,34,RUN2,LIGHT
I02_TPC,178.06566819887422,0.12114624765478525,34.049962962962965,9,34,RUN2,LIGHT
BLANK2_Run2_TPC,168.84968151147098,-0.04132510121457467,34.20942592592593,9,34,RUN2,LIGHT
C02_TPC,180.49835853658539,0.14339059233449453,34.295425925925926,9,34,RUN2,LIGHT
J02_TPC,173.8714054054054,0.043678520625889554,34.08153703703704,9,34,RUN2,LIGHT
B02_TPC,169.9186466565351,0.05179635258358515,34.058314814814814,9,34,RUN2,LIGHT
BLANK1_Run2_TPC,166.7963512195122,-0.032443902439024765,34.16572222222222,9,34,RUN2,LIGHT
H02_TPC,175.13228838829912,0.09509423871647371,33.94451851851852,9,34,RUN2,LIGHT
