frag_ID,temp_c_value,R,NP,GP,NPR,GPR
G01,24.5,0.37249847991644947,0.7178391488272683,1.090337628743718,1.9270928273003367,2.9270928273003376
C01,24.5,0.33419814746205395,0.7315115615296514,1.0657097089917054,2.188855824261293,3.1888558242612937
F01,24.5,0.2636521210930906,0.704906463560301,0.9685585846533916,2.673623336075539,3.6736233360755395
E01,24.5,0.3707926275822228,0.5992639570977295,0.9700565846799524,1.6161700975698161,2.616170097569816
J01,24.5,0.31162630580692574,0.5784558628076567,0.8900821686145824,1.856248500298465,2.8562485002984648
I01,24.5,0.42006846705664547,0.42047825851959064,0.8405467255762361,1.0009755349308092,2.000975534930809
B01,24.5,0.36701211970588465,0.6628196317889582,1.029831751494843,1.8059884025631827,2.805988402563183
H01,24.5,0.419033008782943,0.3877895414467652,0.8068225502297082,0.9254391260800131,1.925439126080013
D01,24.5,0.3621929078860696,0.865701221669624,1.2278941295556935,2.390166131971686,3.3901661319716854
G02,24.5,0.3981978066722897,0.92981279690949,1.3280106035817796,2.335052532508575,3.3350525325085747
E02,24.5,0.35760761844538397,0.812525899293145,1.170133517738529,2.2721157419000537,3.272115741900054
F04,24.5,0.35174100831724864,0.7684116868380377,1.1201526951552865,2.1845951102322934,3.1845951102322934
D02,24.5,0.4469469730440467,0.8526773159607326,1.299624289004779,1.9077818340582007,2.9077818340582002
A02,24.5,0.4697211651218425,0.6417703101795147,1.1114914753013572,1.3662793117126069,2.366279311712607
I02,24.5,0.4061362248620654,0.5973524995731486,1.003488724435214,1.4708180728671156,2.4708180728671154
C02,24.5,0.5004208201344535,0.755980792644236,1.2564016127786894,1.5106901276432072,2.510690127643207
J02,24.5,0.27485190728166303,0.5521294951867285,0.8269814024683915,2.0088254094628373,3.008825409462837
B02,24.5,0.28979092286813235,0.5631976868693099,0.8529886097374423,1.9434621391698652,2.943462139169865
H02,24.5,0.18905655086938197,0.4839143166974688,0.6729708675668508,2.559627341513293,3.5596273415132926
E03,24.5,0.3663135919339822,0.6530165221611326,1.0193301140951148,1.782670740426199,2.782670740426199
I03,24.5,0.1489126692347937,0.3882551325203898,0.5371678017551835,2.6072672964327825,3.6072672964327825
A03,24.5,0.4846531146830556,0.9095710724047584,1.394224187087814,1.876746573679987,2.876746573679987
H04,24.5,0.28235410316968623,0.5205754852122192,0.8029295883819054,1.8436972559218279,2.843697255921828
F03,24.5,0.3176399042586949,0.8990549234423604,1.2166948277010552,2.830421843692991,3.8304218436929904
J03,24.5,0.2975623310545302,0.6569683431378669,0.9545306741923972,2.2078343747665867,3.207834374766587
B03,24.5,0.05748348552821512,0.5713552628353882,0.6288387483636033,9.939467963454389,10.939467963454389
C03,24.5,0.36049528378000206,1.0846973907776067,1.445192674557609,3.0089086864158823,4.008908686415882
G05,24.5,0.37492638857396954,0.8412760982177265,1.216202486791696,2.2438433886116034,3.2438433886116034
D03,24.5,0.4263165212209048,0.6140750279846199,1.040391549205525,1.4404204327479584,2.440420432747959
B07,24.5,0.3224118453292801,0.7063719246472916,1.0287837699765716,2.190899419113687,3.190899419113687
A07,24.5,0.43545953651453734,1.1472412445848328,1.58270078109937,2.6345530373900385,3.6345530373900385
E07,24.5,0.3996104338800976,0.8239253190767214,1.223535752956819,2.0618213370373075,3.0618213370373075
J07,24.5,0.30964002421046916,0.6888435362925293,0.9984835605029984,2.224659225011257,3.224659225011257
C07,24.5,0.4180262707377652,1.1197889171214306,1.537815187859196,2.6787524983660482,3.6787524983660482
F07,24.5,0.5447325714822078,1.0668593406282996,1.6115919121105071,1.9585011003204638,2.958501100320463
D07,24.5,0.3976225416031331,0.8957472436731789,1.293369785276312,2.2527577034785518,3.2527577034785513
I07,24.5,0.4776373785833163,0.6287243565906195,1.106361735173936,1.3163215124733973,2.316321512473398
G07,24.5,0.2575958699673903,0.6913682814226336,0.948964151390024,2.6839261107336685,3.6839261107336685
H07,24.5,0.25899345531439477,0.6520520913538226,0.9110455466682174,2.5176392606612006,3.5176392606612006
H08,24.5,0.27497885427333935,0.3388793366005324,0.6138581908738717,1.2323832590547983,2.232383259054798
E08,24.5,0.36989463281929846,0.7907626306690728,1.1606572634883712,2.137805095040072,3.1378050950400715
D04,24.5,0.3202371859843309,1.283339518408533,1.603576704392864,4.007465636646352,5.007465636646353
J08,24.5,0.20157382584500505,0.6336763445449206,0.8352501703899257,3.1436439819928284,4.143643981992828
F08,24.5,0.3266971953461925,0.8732700652977474,1.19996726064394,2.673025902081485,3.6730259020814855
I08,24.5,0.4133738265799856,1.205653257912749,1.6190270844927346,2.916617309537041,3.916617309537041
G08,24.5,0.2842930894330874,0.7672164666620876,1.051509556095175,2.6986813791077515,3.6986813791077515
G01,26,0.393421826899611,0.974627297564104,1.368049124463715,2.4773086568295524,3.477308656829552
C01,26,0.36824439378191925,0.7971335657589622,1.1653779595408815,2.164686222571629,3.1646862225716292
F01,26,0.28648071643599105,0.7629813333670189,1.0494620498030098,2.6632903703223367,3.6632903703223363
E01,26,0.4051088388833553,0.6701921481145806,1.0753009869979355,1.6543508405343677,2.654350840534367
J01,26,0.3546448859578726,0.7740339257944562,1.1286788117523288,2.182560517414036,3.182560517414036
I01,26,0.4434789079457146,0.553905030981618,0.9973839389273328,1.2489997180416537,2.248999718041654
B01,26,0.3920605738038233,0.7297671709038829,1.1218277447077063,1.861363318998352,2.861363318998352
H01,26,0.4452961083678339,0.4547051506480858,0.9000012590159198,1.021129855176007,2.021129855176007
D01,26,0.43323310953830263,0.8614638856030709,1.2946969951413734,1.9884534829785623,2.988453482978562
G02,26,0.46050432376759326,1.0151332940925664,1.4756376178601596,2.2043947074965633,3.204394707496563
E02,26,0.4363466721689882,0.8578475866912013,1.2941942588601896,1.9659771493776268,2.9659771493776272
F04,26,0.4404972133485265,0.8456164295701837,1.28611364291871,1.9196862180853849,2.919686218085385
D02,26,0.5576157954870974,0.9126160360802588,1.470231831567356,1.6366394988561181,2.636639498856118
A02,26,0.5465852968181838,0.710260508191314,1.256845805009498,1.2994504468486923,2.2994504468486925
I02,26,0.5057231385348767,0.7235472865258844,1.2292704250607611,1.4307181763960077,2.4307181763960077
C02,26,0.5651432738486858,0.9808224728163304,1.545965746665016,1.7355288794942654,2.735528879494265
J02,26,0.3522388470466472,0.7731561108123649,1.125394957859012,2.194976838287162,3.194976838287161
B02,26,0.35905396124577316,0.6426049573258675,1.001658918571641,1.789716941420967,2.7897169414209677
H02,26,0.19022817797087208,0.4983785713095751,0.6886067492804472,2.619898779590305,3.6198987795903053
E03,26,0.47545494037927616,0.7050449723803395,1.1804999127596156,1.4828849434562958,2.482884943456296
I03,26,0.4049217065594932,0.4830276209709837,0.8879493275304768,1.192891398870993,2.192891398870993
A03,26,0.705745518825277,0.9721397625085466,1.6778852813338236,1.3774650161813091,2.377465016181309
H04,26,0.3833323529818016,0.6096028417863669,0.9929351947681684,1.590272349945133,2.5902723499451326
F03,26,0.47650221613486526,1.019321648568965,1.49582386470383,2.1391750427462113,3.1391750427462113
J03,26,0.4854229410935374,0.8891754282846236,1.374598369378161,1.831754029345074,2.831754029345074
B03,26,0.4004676379601505,0.6125564783509977,1.0130241163111482,1.5296029448750403,2.52960294487504
C03,26,0.4089172063157436,1.2126778213711875,1.621595027686931,2.9655827699136332,3.9655827699136332
G05,26,0.45074865390964286,1.2355429999068468,1.6862916538164896,2.7410908256523023,3.7410908256523023
