R_26,frag_ID,R_29,R_32,NP_26,NP_29,NP_32,GP_26,GP_29,GP_32,NPR_26,NPR_29,NPR_32
0.393421826899611,G01,0.5084700225114653,0.6526234612117153,0.974627297564104,0.9780933969327652,0.7718300088721922,1.368049124463715,1.4865634194442308,1.4244534700839075,2.4773086568295524,1.9236009078798946,1.1826574659745577
0.36824439378191925,C01,0.5001991052857744,0.5415845259007106,0.7971335657589622,0.8946959982550973,0.7227624420863192,1.1653779595408815,1.3948951035408717,1.2643469679870298,2.164686222571629,1.7886797253344515,1.334533036896302
0.28648071643599105,F01,0.34465799781329925,0.4122033677025506,0.7629813333670189,0.8896653868856603,0.6814943536429708,1.0494620498030098,1.2343233846989596,1.0936977213455217,2.6632903703223367,2.581299121245377,1.6532964236593595
0.4051088388833553,E01,0.5229133243999975,0.623878921892234,0.6701921481145806,0.7436771422051729,0.5671339602662998,1.0753009869979355,1.2665904666051704,1.191012882158534,1.6543508405343677,1.422180517313237,0.9090449129875618
0.3546448859578726,J01,0.4723570075796484,0.5580985396447352,0.7740339257944562,0.7363309664174746,0.6415898316831526,1.1286788117523288,1.208687973997123,1.199688371327888,2.182560517414036,1.5588441678687601,1.1495995529598857
0.4434789079457146,I01,0.5804864078847464,0.6943758861307243,0.553905030981618,0.525178240279445,0.3859741565304875,0.9973839389273328,1.1056646481641914,1.0803500426612118,1.2489997180416537,0.9047209945761855,0.5558576618800144
0.3920605738038233,B01,0.5194369260725754,0.6215840053875579,0.7297671709038829,0.8282776272357654,0.7181470962584748,1.1218277447077063,1.3477145533083408,1.3397311016460327,1.861363318998352,1.5945682443069882,1.1553500251518052
0.4452961083678339,H01,0.5910529147151707,0.6526089038389746,0.4547051506480858,0.3851265483867898,0.3267374945278465,0.9000012590159198,0.9761794631019604,0.9793463983668212,1.021129855176007,0.6515940261835657,0.5006635560836081
0.43323310953830263,D01,0.5229635525385153,0.6902328005987786,0.8614638856030709,0.8421777267129851,0.6562021380389175,1.2946969951413734,1.3651412792515003,1.346434938637696,1.9884534829785623,1.6103946874021593,0.9506968336909817
0.46050432376759326,G02,0.5592256976821104,0.6564388752127396,1.0151332940925664,1.056995549672971,0.856527412940286,1.4756376178601596,1.6162212473550814,1.5129662881530257,2.2043947074965633,1.8901054691406831,1.304809092335827
0.4363466721689882,E02,0.4821459030331217,0.5785212187213534,0.8578475866912013,0.8563893262782878,0.607199466685905,1.2941942588601896,1.3385352293114094,1.1857206854072584,1.9659771493776268,1.7762036779548387,1.0495716441100227
