"id","SurfaceArea","Rugosity","FractalDimension","HeightRange","MeanDepth","x_mid","y_mid","SiteName"
1,2.23964773936585,2.23964773936582,2.3499089693046,0.636737823486328,-7.79508666597509,-8.0141301223434,0.289715131973055,"Oki14"
2,2.42449457477357,2.4244945747734,2.25649944450975,0.628693580627441,-8.6260210419054,-9.6721301223434,3.26271513197306,"Oki14"
3,2.75218293044832,2.7521829304484,2.34088613448447,0.553540229797363,-9.74716147370434,-0.0351301223433998,2.71871513197306,"Oki14"
4,2.50068363439653,2.50068363439665,2.37208995826774,0.483863830566406,-9.01920527623558,-5.1341301223434,3.92271513197306,"Oki14"
5,3.16995548328215,3.16995548328207,2.32147648741228,0.639484405517578,-9.33231293163872,-0.9211301223434,3.29571513197306,"Oki14"
6,2.36913198742578,2.36913198742574,2.41878458907397,0.479985237121582,-8.72278205059528,-6.4561301223434,4.10471513197306,"Oki14"
7,1.91897618277985,1.91897618277982,2.34584615059186,0.571563243865967,-7.36335741263151,-7.6051301223434,-4.15328486802694,"Oki14"
8,2.73109011194696,2.73109011194708,2.3461861311797,0.71146297454834,-9.41803706238842,-5.5561301223434,6.75871513197306,"Oki14"
9,2.88470456295542,2.88470456295537,2.5320107238287,0.407546520233154,-7.66862764864588,-6.6171301223434,-1.96028486802694,"Oki14"
10,2.3860996639524,2.38609966395226,2.3240827420404,0.471835136413574,-7.99579096103764,-4.5681301223434,-5.03528486802694,"Oki14"
