Sample.Name,mean_abs,mean_abs_adj,prot_ug_mL,Run,Slurry_vol_ml,SA_cm2,prot_ug_total,prot_ug_cm2
G06,0.9919,0.9015666666666666,1113.4391370075582,RUN4,50,24.51111788,55671.95685037791,2271.294076546537
G07,0.7385666666666667,0.6482333333333333,791.0082721501791,RUN4,50,36.17776305,39550.413607508955,1093.2244083982675
G08,0.9603666666666667,0.8700333333333333,1073.3049793555738,RUN4,50,35.40891933,53665.24896777869,1515.5856203245128
G09,0.7302333333333334,0.6399,780.4019937009232,RUN4,50,23.67527948,39020.09968504616,1648.136813675585
G10,0.39440000000000003,0.3040666666666667,352.9689721959108,RUN4,50,24.19847603,17648.44860979554,729.3206641573595
H01,0.6791,0.5887666666666667,715.321869136289,RUN4,50,42.66667645,35766.09345681445,838.2676231819423
H02,0.41333333333333333,0.323,377.0664368326202,RUN4,50,25.640456790000002,18853.32184163101,735.2958645020694
H03,0.31153333333333333,0.2212,247.5001392965102,RUN4,50,18.7623362,12375.00696482551,659.5664224813065
H04,0.6583666666666667,0.5680333333333333,688.9334483545404,RUN4,50,25.86377239,34446.672417727015,1331.850276839179
H05,0.8288333333333333,0.7384999999999999,905.8954803125188,RUN4,50,32.6047134,45294.77401562594,1389.2093900640125
H06,1.2893666666666665,1.1990333333333332,1492.0408525321964,RUN4,50,39.75400293,74602.04262660982,1876.5919688130843
H07,0.7832,0.6928666666666666,847.8154995243935,RUN4,50,36.03420302,42390.774976219676,1176.4038447774633
H08,0.9679,0.8775666666666666,1082.8930550737011,RUN4,50,41.77979448,54144.652753685055,1295.9530660114692
H09,0.6296333333333334,0.5393,652.363000261506,RUN4,50,28.63288588,32618.1500130753,1139.1848572224778
H10,0.6361666666666667,0.5458333333333333,660.6783225657226,RUN4,50,37.37409664,33033.91612828613,883.8719620832588
I01,0.8689,0.7785666666666666,956.8904670965412,RUN4,50,23.28607228,47844.52335482706,2054.64119408063
I02,0.5276000000000001,0.43726666666666675,522.499726928817,RUN4,50,14.36939925,26124.98634644085,1818.0987174144284
I03,0.912,0.8216666666666667,1011.7461392360926,RUN4,50,20.75941574,50587.30696180463,2436.8367393081858
I04,0.6703,0.5799666666666666,704.1216390938748,RUN4,50,27.58011232,35206.08195469374,1276.5024865095886
I05,0.8703333333333334,0.78,958.7147469898133,RUN4,50,25.06302644,47935.737349490664,1912.6076998022215
I06,1.0519,0.9615666666666667,1189.8043418422005,RUN4,50,29.48467539,59490.217092110026,2017.6656620844699
I07,0.5503,0.4599666666666667,551.39122942459,RUN4,50,15.32965635,27569.561471229503,1798.4461518101482
I08,0.7745666666666666,0.6842333333333332,836.8273950509645,RUN4,50,15.66781998,41841.36975254822,2670.529135895026
