Sample.Name,mean_abs,mean_abs_adj,prot_ug_mL,Run,Slurry_vol_ml,SA_cm2,prot_ug_total,prot_ug_cm2
E03,0.738,0.622,470.73966784365757,RUN3,50,37.84624963,23536.98339218288,621.9105888242507
E04,0.8866666666666666,0.7706666666666666,592.8737702160003,RUN3,50,35.68646872,29643.688510800013,830.6702673046102
E05,0.5573333333333333,0.44133333333333336,322.3166107005863,RUN3,50,24.54940055,16115.830535029314,656.4653382149208
E06,1.185,1.069,837.9635047972711,RUN3,50,62.32483001,41898.17523986355,672.2549461128253
E07,0.7196666666666667,0.6036666666666667,455.67828750626103,RUN3,50,37.95471721,22783.914375313052,600.2920335106629
E08,0.384,0.268,179.91810569247363,RUN3,50,16.97900159,8995.905284623681,529.825339666729
E09,0.8433333333333334,0.7273333333333334,557.2741439639722,RUN3,50,51.01868002,27863.70719819861,546.1471599672054
E10,0.9823333333333333,0.8663333333333333,671.466791249324,RUN3,50,53.84840774,33573.3395624662,623.4787799960712
F01,0.852,0.736,564.3940692143779,RUN3,50,29.4719145,28219.70346071889,957.5117171542721
F02,0.661,0.545,407.48187042659214,RUN3,50,85.48584832,20374.093521329607,238.33293956519054
F03,1.0813333333333333,0.9653333333333333,752.7982450712652,RUN3,50,18.53583037,37639.91225356326,2030.6569224156783
F04,0.8796666666666667,0.7636666666666667,587.1230613599035,RUN3,50,23.91135597,29356.153067995176,1227.7075839959225
F05,0.816,0.7,534.8189950973082,RUN3,50,19.62050616,26740.949754865407,1362.9082520501809
F06,1.173,1.057,828.1051467582479,RUN3,50,29.61547453,41405.25733791239,1398.0953536965797
F07,1.0396666666666667,0.9236666666666667,718.567835213546,RUN3,50,17.78931821,35928.3917606773,2019.6609750046907
F08,1.2343333333333333,1.1183333333333332,878.4923100688108,RUN3,50,17.76060621,43924.61550344054,2473.1484378449345
F09,1.2016666666666667,1.0856666666666666,851.6556687403588,RUN3,50,31.89329369,42582.78343701794,1335.164183759722
F10,1.866,1.75,1397.425323511837,RUN3,50,26.16046312,69871.26617559185,2670.87267740969
G01,0.997,0.881,683.5158955192413,RUN3,50,48.33251233,34175.794775962066,707.0974201096752
G02,0.8506666666666667,0.7346666666666667,563.2986960989308,RUN3,50,32.29207155,28164.93480494654,872.1934968258962
G03,0.41533333333333333,0.29933333333333334,205.65937390547862,RUN3,50,17.0077136,10282.96869527393,604.6061767687534
G04,0.7023333333333334,0.5863333333333334,441.43843700544977,RUN3,50,23.71356215,22071.921850272487,930.7720919639434
G05,1.126,1.0099999999999998,789.4932444387404,RUN3,50,29.18798466,39474.66222193702,1352.428496923056
