Sample.Name,chla_mean,chla_SE,chlc_mean,chlc_SE,TotalChl_mean,Totalchl_SE,chla_ug_cm2_mean,chla_ug_cm2_SE,chlc_ug_cm2_mean,chlc_ug_cm2_SE,Totalchl_ug_cm2_mean,Totalchl_ug_cm2_SE
B04,4.580847887323944,0.23827289555479633,1.4648633802816902,0.08010916838510619,6.045711267605634,0.31788970193040345,9.472650807310973,0.4927201234258863,3.029163950242374,0.16565627090042753,12.501814757553348,0.6573582480133402
B05,2.7446478873239437,0.1470177628431921,0.9611830985915494,0.05015559849809624,3.7058309859154934,0.1962886213945603,8.384967599142149,0.4491429241732216,2.9364382862208487,0.1532266015850078,11.321405885362998,0.5996666232033172
B06,4.741465258215962,0.40970778539147934,1.632229577464789,0.13623490605222321,6.373694835680751,0.5459285588878203,8.171411628476609,0.7060878398347731,2.81297426497599,0.2347863866745747,10.9843858934526,0.9408498705507595
B07,3.7060408450704228,0.19252609685609046,1.4094450704225352,0.07354101974410593,5.1154859154929575,0.26598600610811873,11.691229396783676,0.6073507706224899,4.446293586427718,0.23199553589523425,16.137522983211394,0.8390904320120163
B09,1.5133009389671361,0.08261769650581102,0.622638028169014,0.02853047289051612,2.13593896713615,0.11079664445083796,10.288826154711753,0.561711880804883,4.2332719581314064,0.1939766692291807,14.52209811284316,0.7532985567683151
B10,1.5849248826291082,0.06837022209471603,0.6794154929577464,0.02070272932220805,2.2643403755868547,0.08906926072778888,8.931524081945685,0.38528657844905007,3.828708794660995,0.11666604993706511,12.760232876606683,0.5019318302528716
C01,6.473050234741784,0.38624128851192835,2.1905929577464796,0.13304556934791362,8.663643192488262,0.5191598793565309,6.869118467475826,0.409874336148232,2.3246293470761383,0.14118626370586887,9.193747814551964,0.5509258518836023
C02,2.5898605633802814,0.15782799398097108,0.862653521126761,0.04345187614554003,3.4525140845070426,0.20057416002213338,4.085533552085736,0.24897539812955627,1.3608454270558268,0.0685458130077758,5.446378979141563,0.3164079456780839
C03,3.001607511737089,0.16890388088359526,0.9957070422535211,0.07111736790583306,3.99731455399061,0.2399644781542889,3.74576849174478,0.21077866865446482,1.2425635434671418,0.08874884370319497,4.988332035211922,0.2994566671004003
C04,2.377002816901409,0.16499855526068746,0.9226802816901408,0.053495156338089045,3.2996830985915495,0.2183223899553798,5.582703808328248,0.38752081245880343,2.1670360194085463,0.12564041190538983,7.749739827736795,0.5127588529474498
C05,5.863727699530516,0.3119651981154946,1.8539436619718306,0.09511686206408844,7.7176713615023464,0.40673544845144816,6.461382913753121,0.34376197260156827,2.0429052156505816,0.1048115633677738,8.504288129403703,0.44819159615006
C06,4.286930046948357,0.3306354955936541,1.3941098591549292,0.10028600747353102,5.681039906103287,0.43072466393204906,10.664514654094113,0.8225156578965451,3.468100682668761,0.2494796006907988,14.132615336762873,1.0715055856003415
C07,4.347911737089202,0.25510211717406694,1.4504802816901405,0.07490925485548103,5.798392018779343,0.3299219066638088,23.504534165330625,1.3790658116671473,7.841204099499144,0.40495466479474895,31.345738264829766,1.7835368323879603
C08,2.497394366197183,0.1463725981231455,0.8314295774647888,0.039911266412747524,3.328823943661972,0.18626114426522278,12.540493438043525,0.734999898741566,4.174966237418529,0.20041166958953138,16.71545967546205,0.9352974800600958
C09,1.570967605633803,0.11702378323552902,0.39099718309859155,0.028186058505378767,1.9619647887323945,0.14513500157943393,5.5451558543645945,0.41306715325080423,1.3801305075444181,0.09949033116408962,6.925286361909013,0.512293315785286
C10,2.1597051643192486,0.12390390430506538,0.6521352112676059,0.04030450110057786,2.8118403755868546,0.16301207199723244,6.436115464425797,0.3692447690432456,1.9434215315491963,0.12011103511027704,8.379536995974993,0.4857906230919176
