Sample.Name,Plate,Slurry_vol_ml,SA_cm2
Blank_Plate4,PLATE4,50,10
J01,PLATE4,50,10
J02,PLATE4,50,10
J03,PLATE4,50,10
J04,PLATE4,50,10
J05,PLATE4,50,10
J06,PLATE4,50,10
J07,PLATE4,50,10
J08,PLATE4,50,10
J09,PLATE4,50,10
J10,PLATE4,50,10
B08,PLATE4,50,10
