date,species,sample_ID,frag_ID,light_dark,run_block,SA_cm2,umol.cm2.hr,chamber_channel,Temp.C,umol.cm2.hr_uncorr,Light_level,Light_value
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.725247420670568,3,28.82978048780488,0.6663910392049901,7,500
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.8807272426836954,5,28.76292857142857,0.8394220492493775,7,500
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.47496955123606777,6,28.750268292682925,0.4306339679574873,7,500
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.5160923633204023,7,28.84812195121951,0.4814181102681244,7,500
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.7621558363081071,8,28.77151219512195,0.6475498807334034,7,500
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.6545725453464214,9,28.745878048780487,0.6308240819217443,7,500
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.6417340551679985,10,28.80890243902439,0.5685597936109694,7,500
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.8223828126534589,12,28.75729268292683,0.7494635581547537,7,500
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.767917630865533,1,28.70006818181818,0.7280442460670241,7,499
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.3120131466558026,2,28.59977272727273,0.28188797106691177,7,499
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,1.0938829211928929,3,28.66784090909091,1.0141934063995497,7,499
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.7892022731225098,4,28.677755555555557,0.7537682996883913,7,499
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.39687664257889527,5,28.53995555555555,0.3489287741258214,7,499
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.6476960996094878,8,28.6338,0.6193645619008145,7,499
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.6561134114086485,9,28.5514,0.5983039688960287,7,499
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.5178774483149323,10,28.63728888888889,0.47111569864177755,7,499
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,1.0124048238223873,11,28.591977777777775,0.9177907799811765,7,499
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.6148346139148879,12,28.559045454545455,0.5693405059045953,7,499
2025-07-30,Pcyl,A01_PI,A01,LIGHT,RUN1,13.5814141956406,0.7095265909608763,1,28.86138095238095,0.6353926849857433,8,604
2025-07-30,Peyo,E01_PI,E01,LIGHT,RUN1,22.4183316506502,0.7686820302658378,2,28.751666666666665,0.7237704240554017,8,604
2025-07-30,Prus,D01_PI,D01,LIGHT,RUN1,29.1752237696791,0.8620120062021926,3,28.82759523809524,0.8275017898988873,8,604
2025-07-30,Tfro,I01_PI,I01,LIGHT,RUN1,17.2693118772257,0.21443502631174657,4,28.77139024390244,0.15613257105776762,8,604
2025-07-30,Mvie,B01_PI,B01,LIGHT,RUN1,13.4601857251386,0.5318627919480906,6,28.720142857142857,0.45706120276135664,8,604
2025-07-30,Fcom,C01_PI,C01,LIGHT,RUN1,19.5407505876832,0.42974616868947696,7,28.83685714285714,0.37822085606286865,8,604
2025-07-30,Ahya,J01_PI,J01,LIGHT,RUN1,19.4578047920765,0.7547669222896958,8,28.85948780487805,0.7030219647393476,8,604
2025-07-30,Elam,G01_PI,G01,LIGHT,RUN1,21.3815092055678,0.5351221785696593,9,28.75958536585366,0.4880327391241607,8,604
2025-07-30,Prug,F01_PI,F01,LIGHT,RUN1,23.308403841967,-0.1683881787567681,10,28.824439024390244,-0.21158475668700488,8,604
2025-07-30,Maeq,H01_PI,H01,LIGHT,RUN1,31.3381949012663,0.42742660570779706,11,28.76487804878049,0.39529829435607106,8,604
2025-07-31,Elam,G02_PI,G02,LIGHT,RUN2,13.4091421586116,0.8976743994170848,1,28.85819512195122,0.8033814718503921,8,602
2025-07-31,Maeq,H02_PI,H02,LIGHT,RUN2,33.1725730733351,0.23904246753413738,2,28.743463414634142,0.20092702597649126,8,602
2025-07-31,Ahya,J02_PI,J02,LIGHT,RUN2,18.1466231769109,0.5733793923451446,3,28.822951219512195,0.5037032185486771,8,602
2025-07-31,Prus,D02_PI,D02,LIGHT,RUN2,25.8573919454156,0.9004493969743577,5,28.757357142857146,0.851550912820869,8,602
2025-07-31,Fcom,C02_PI,C02,LIGHT,RUN2,24.0900084544137,0.4873546742981125,6,28.731414634146343,0.4348687122161111,8,602
2025-07-31,Tfro,I02_PI,I02,LIGHT,RUN2,30.8022374527315,0.4998774081210253,7,28.844439024390244,0.4588288553256723,8,602
2025-07-31,Pcyl,A02_PI,A02,LIGHT,RUN2,9.31927639062511,0.7692587031226066,8,28.75748780487805,0.6335842990921197,8,602
2025-07-31,Peyo,E02_PI,E02,LIGHT,RUN2,44.9732076098262,0.6935015191087935,9,28.736634146341466,0.6653872853796166,8,602
2025-07-31,Mvie,B02_PI,B02,LIGHT,RUN2,14.5959050803673,0.6738044513986382,10,28.8,0.5871782871880915,8,602
2025-07-31,Prug,F02_PI,F02,LIGHT,RUN2,14.6469486468945,0.7331961664453269,12,28.75221951219512,0.6468718882099739,8,602
2025-07-31,Ahya,J03_PI,J03,LIGHT,RUN3,27.5258785262712,0.7457995408943329,1,28.747196428571428,0.6916935072790521,8,601
2025-07-31,Maeq,H03_PI,H03,LIGHT,RUN3,36.4329808852555,0.2649085188421667,2,28.65232142857143,0.22403027960275007,8,601
2025-07-31,Prus,D04_PI,D04,LIGHT,RUN3,13.7728275701173,1.063048048154049,3,28.71458928571429,0.9549136726054933,8,601
2025-07-31,Peyo,E03_PI,E03,LIGHT,RUN3,30.9745094897605,0.7981512471747301,4,28.719438596491223,0.750069255454251,8,601
2025-07-31,Elam,G03_PI,G03,LIGHT,RUN3,22.8904846410261,0.39570894264833245,5,28.56956140350877,0.33064627000560043,8,601
2025-07-31,Fcom,C03_PI,C03,LIGHT,RUN3,38.7395120477003,0.6007118547175264,8,28.66261403508772,0.5622674853873512,8,601
2025-07-31,Prug,F03_PI,F03,LIGHT,RUN3,18.9856518017006,0.6993158222615068,9,28.577649122807017,0.6208715252530066,8,601
2025-07-31,Tfro,I03_PI,I03,LIGHT,RUN3,23.4711052102722,0.501994934934847,10,28.679070175438596,0.43854176153333363,8,601
2025-07-31,Pcyl,A03_PI,A03,LIGHT,RUN3,11.6002857698063,1.1327962175396973,11,28.63080701754386,1.004410060647854,8,601
2025-07-31,Mvie,B03_PI,B03,LIGHT,RUN3,24.1251009064012,0.6426291093654567,12,28.587,0.5808960573624534,8,601
