date ,start_time,stop_time,frag_ID,species,sample_ID,FileID_csv,light_dark,run_block,blank ,chamber_channel,Light_level,Light_value
7/31/25,11:05,11:21,D02,Prus,D02_PI,D02_PI_O2.csv,LIGHT,RUN2,0,5,8,602
7/31/25,11:05,11:21,C02,Fcom,C02_PI,C02_PI_O2.csv,LIGHT,RUN2,0,6,8,602
7/31/25,11:05,11:21,I02,Tfro,I02_PI,I02_PI_O2.csv,LIGHT,RUN2,0,7,8,602
7/31/25,11:05,11:21,A02,Pcyl,A02_PI,A02_PI_O2.csv,LIGHT,RUN2,0,8,8,602
7/31/25,11:05,11:21,E02,Peyo,E02_PI,E02_PI_O2.csv,LIGHT,RUN2,0,9,8,602
7/31/25,11:05,11:21,B02,Mvie,B02_PI,B02_PI_O2.csv,LIGHT,RUN2,0,10,8,602
7/31/25,11:05,11:21,BLANK02_Run2,BLANK,BLANK02_Run2_PI,BLANK02_Run2_PI_O2.csv,LIGHT,RUN2,1,11,8,602
7/31/25,11:05,11:21,F02,Prug,F02_PI,F02_PI_O2.csv,LIGHT,RUN2,0,12,8,602
7/31/25,12:25,12:42,J03,Ahya,J03_PI,J03_PI_O2.csv,LIGHT,RUN3,0,1,1,0
7/31/25,12:25,12:42,H03,Maeq,H03_PI,H03_PI_O2.csv,LIGHT,RUN3,0,2,1,0
7/31/25,12:25,12:42,D04,Prus,D04_PI,D04_PI_O2.csv,LIGHT,RUN3,0,3,1,0
7/31/25,12:25,12:42,E03,Peyo,E03_PI,E03_PI_O2.csv,LIGHT,RUN3,0,4,1,0
7/31/25,12:25,12:42,G03,Elam,G03_PI,G03_PI_O2.csv,LIGHT,RUN3,0,5,1,0
7/31/25,12:25,12:42,BLANK01_Run3,BLANK,BLANK01_Run3_PI,BLANK01_Run3_PI_O2.csv,LIGHT,RUN3,1,6,1,0
7/31/25,12:25,12:42,BLANK02_Run3,BLANK,BLANK02_Run3_PI,BLANK02_Run3_PI_O2.csv,LIGHT,RUN3,1,7,1,0
7/31/25,12:25,12:42,C03,Fcom,C03_PI,C03_PI_O2.csv,LIGHT,RUN3,0,8,1,0
7/31/25,12:25,12:42,F03,Prug,F03_PI,F03_PI_O2.csv,LIGHT,RUN3,0,9,1,0
7/31/25,12:25,12:42,I03,Tfro,I03_PI,I03_PI_O2.csv,LIGHT,RUN3,0,10,1,0
7/31/25,12:25,12:42,A03,Pcyl,A03_PI,A03_PI_O2.csv,LIGHT,RUN3,0,11,1,0
7/31/25,12:25,12:42,B03,Mvie,B03_PI,B03_PI_O2.csv,LIGHT,RUN3,0,12,1,0
7/31/25,12:52,13:08,J03,Ahya,J03_PI,J03_PI_O2.csv,LIGHT,RUN3,0,1,2,51
7/31/25,12:52,13:08,H03,Maeq,H03_PI,H03_PI_O2.csv,LIGHT,RUN3,0,2,2,51
7/31/25,12:52,13:08,D04,Prus,D04_PI,D04_PI_O2.csv,LIGHT,RUN3,0,3,2,51
7/31/25,12:52,13:08,E03,Peyo,E03_PI,E03_PI_O2.csv,LIGHT,RUN3,0,4,2,51
7/31/25,12:52,13:08,G03,Elam,G03_PI,G03_PI_O2.csv,LIGHT,RUN3,0,5,2,51
7/31/25,12:52,13:08,BLANK01_Run3,BLANK,BLANK01_Run3_PI,BLANK01_Run3_PI_O2.csv,LIGHT,RUN3,1,6,2,51
7/31/25,12:52,13:08,BLANK02_Run3,BLANK,BLANK02_Run3_PI,BLANK02_Run3_PI_O2.csv,LIGHT,RUN3,1,7,2,51
7/31/25,12:52,13:08,C03,Fcom,C03_PI,C03_PI_O2.csv,LIGHT,RUN3,0,8,2,51
7/31/25,12:52,13:08,F03,Prug,F03_PI,F03_PI_O2.csv,LIGHT,RUN3,0,9,2,51
7/31/25,12:52,13:08,I03,Tfro,I03_PI,I03_PI_O2.csv,LIGHT,RUN3,0,10,2,51
7/31/25,12:52,13:08,A03,Pcyl,A03_PI,A03_PI_O2.csv,LIGHT,RUN3,0,11,2,51
7/31/25,12:52,13:08,B03,Mvie,B03_PI,B03_PI_O2.csv,LIGHT,RUN3,0,12,2,51
7/31/25,13:10,13:26,J03,Ahya,J03_PI,J03_PI_O2.csv,LIGHT,RUN3,0,1,3,100
7/31/25,13:10,13:26,H03,Maeq,H03_PI,H03_PI_O2.csv,LIGHT,RUN3,0,2,3,100
7/31/25,13:10,13:26,D04,Prus,D04_PI,D04_PI_O2.csv,LIGHT,RUN3,0,3,3,100
7/31/25,13:10,13:26,E03,Peyo,E03_PI,E03_PI_O2.csv,LIGHT,RUN3,0,4,3,100
7/31/25,13:10,13:26,G03,Elam,G03_PI,G03_PI_O2.csv,LIGHT,RUN3,0,5,3,100
7/31/25,13:10,13:26,BLANK01_Run3,BLANK,BLANK01_Run3_PI,BLANK01_Run3_PI_O2.csv,LIGHT,RUN3,1,6,3,100
